2359_at,56670_at,114793_at,1462_at,28811_at,6772_at,3802_at,1359_at,257019_at,80833_at,3627_at,133629_at,124535_at,28474_at,10435_at,5169_at,56833_at,9619_at,26796_at,106481641_at,1088_at,440224_at,86123_at,105373530_at,28434_at,3507_at,199675_at,28614_at,5166_at,10424_at,1435_at,56895_at,140739_at,728378_at,105373707_at,93978_at,105377602_at,25780_at,28352_at,730291_at,10791_at,105371771_at,90121_at,619569_at,8115_at,3934_at,441251_at,105369838_at,23328_at,9491_at,3992_at,51108_at,1628_at,6229_at,100302178_at,51056_at,10342_at,150465_at,5027_at,107986872_at,677809_at,10895_at,5680_at,26809_at,390326_at,25826_at,107985229_at,692196_at,283089_at,79703_at,105378586_at,106480607_at,144233_at,389541_at,102467224_at,54579_at,84269_at,441416_at,28455_at,105376454_at,111216285_at,3067_at,28400_at,56942_at,105369391_at,9302_at,107984995_at,7071_at,10245_at,100616436_at,105379025_at,6374_at,359822_at,820_at,5721_at,64922_at,7163_at,100874027_at,406983_at,740_at,AFFX-r2-Bs-lys-5_st,388512_at,54028_at,100506578_at,728602_at,10421_at,326617_at,GA
4.41241314638449,3.5242461311259503,3.89118917025689,9.32041361729266,4.1960113759223,9.62647126474148,5.06550654678428,5.99283274785927,4.56165786761552,6.758238338334769,3.39635503755054,6.03656760919353,5.28916759072394,6.764451831723,8.212025201436731,2.9447793508572,5.1380632732556375,5.8311191422237885,6.5208907943077685,2.58930371336571,5.91473401637061,5.1178721067414905,6.56714638897807,2.49077242344173,8.15385767329692,8.88202595615726,9.32906516565308,6.84549734449085,6.388077956763411,5.790987095575218,6.48213824472714,5.69607991726089,5.750078467416589,5.49198646945681,2.42720246684905,4.6861219603240185,2.86911806294517,5.43637977940814,6.72060695759145,4.65135207638316,6.90956992606178,3.98818146928005,6.86357734695775,4.91900463335731,7.560324934850381,7.44725585437868,6.9942741621513616,2.3653246223938997,4.79509837739387,9.67598046783685,6.08646470914699,9.563608847701687,5.923992597368599,6.2407281713944815,3.17820416966156,7.30794457941402,6.80414079391925,6.0294195353095486,5.884062275842401,2.222633888777,8.802953665882528,2.4511690525514997,2.64097522275551,2.25559464664053,2.57005801576822,5.12226197882766,3.7779047216249504,9.78368639764675,3.2619398655035,5.5409662467225305,4.64961446248751,5.74236334196263,5.72608337062801,6.407588780985839,3.05406857901869,3.93661611241048,6.33480497077351,2.79494565134844,7.07591636389042,3.29618850155394,2.9565355200727006,5.78570135207193,7.16432536582658,5.91584550752922,5.25886152977687,6.006062010084517,3.46536321965044,6.3071806891112105,7.1547950920498,8.654869460559791,2.41466484645256,5.150719990373942,2.82494706539318,7.25062338303292,6.440525617699749,2.34201113728394,4.82693913837437,3.7790358488926,2.90092894803348,6.62266819315014,4.661232073973903,5.82496191144273,4.87939091179301,3.67194027259566,12.4598918702812,6.083443322945371,2.7912095318386,39.1
4.39805176551458,3.0041956428268497,3.9139001644086804,9.18386773373959,4.17252474234346,8.74750558999815,4.84525739082615,4.97032778352103,4.40659473530153,6.82386646138986,3.55181452663254,4.91662011553562,5.39830223388787,7.3982455101918605,8.45525920698757,3.07774593729261,5.16890427090834,6.5913295053987895,6.46526563936823,2.4790242291024502,5.20583512653722,4.16892641472643,6.3392164099501,2.93608740425084,8.048816386619981,9.29102703039564,7.24032099433105,6.8966023230144575,6.263985180635929,5.9154211121892795,6.60723598020422,6.309510056680911,5.28765084169593,5.397997444199518,2.50263652930131,4.202899678276101,2.7294206940897,5.26947840717021,6.18375581901373,4.81506975710636,6.59305683624684,3.90439030121871,6.74279268957376,4.346296035457772,6.787511470824961,6.68338924164383,7.05040120152144,2.2248539774597997,4.811869676361209,9.86126840939544,5.93247004074981,9.00873394169515,6.33961643262653,5.9971891553181305,3.70870662341208,7.0987139599562585,7.02083109480258,6.32373653023569,5.6898678502342905,2.3949563661982998,7.381862865491168,2.60428730561825,2.72140901923271,2.02966733064713,2.39366291606389,5.65205143917102,3.40415776481016,8.34669679880233,3.12586349781668,5.53148031536182,3.9298235108612003,5.72528202625844,5.8566244323230805,6.71614866118114,3.1499189173077595,3.7225230005105,6.5929806310446,2.78194069467265,6.94679291390041,2.88264228530078,2.8935012796281896,5.50419809992563,7.04354752997341,5.826470830408889,5.43755581124842,4.99137551641207,3.32577992150652,6.428263297930549,7.18627111520914,9.19758453199035,2.54632638907817,5.900235007582519,3.12363456261357,6.25857025692275,6.237219313200551,2.2278556431514103,4.83468961058714,3.8364928218762,3.32432028695454,6.840290329827599,5.92310002418193,5.8197974930853,3.91253109558873,3.35917294091379,12.5961717082294,6.18418193192084,2.57001391578541,11.4
4.28963922329579,3.05203328446657,4.04736211250368,9.10120803854492,3.7846546352846198,9.14968068833899,6.24616816699692,3.406173855536601,4.815556056997731,7.23997950118377,3.5202676098938595,5.1540629095286,5.31378622169101,7.84621406762916,8.24681886702347,2.77736902413608,5.471549419926139,6.45707597511953,6.36934644368197,2.59315349165877,6.513446966591999,3.78119158711258,5.7821007216438485,3.05477075636382,8.54580354443149,9.50203406058126,7.25869078942683,6.31223561170588,6.2843801802813,5.8330723665783895,6.51607034968529,5.88421468801409,5.07092554778783,5.79403523613424,2.2665842645415295,4.24900200132453,2.64735239374702,5.261714800255192,6.8884010307259,4.60977656967749,6.76155845917568,4.23723665495458,6.94247975718548,4.215518048459701,6.62167275543414,7.78515008195075,7.34215262779639,2.47216592997638,5.17894665570246,9.79956569879269,6.187781304082461,8.86633048848418,6.58356633189599,6.3983792049107695,3.4787238223849797,7.49581756755221,6.8494747466849,6.40121174165158,6.3717030740416085,2.28258051314169,7.893440291201808,2.79173014151712,2.8999975244391205,2.3926685440082998,2.64663305310548,6.07188241330613,3.6810985386787904,9.369835023342759,3.1817810647335802,5.59034173599244,4.04267287178221,6.866826305494749,6.01102192644057,6.579939511918957,3.50082640855613,3.8296482560115295,6.41734699953741,2.41269234192875,7.25448629763712,3.0439746600727497,2.79982098142761,5.108422833527,7.806660691259121,5.472607141166542,5.2400050371438605,5.610493355275708,3.2130044838863503,6.61508834638234,7.07266170992021,9.13955744146423,1.85999212479292,5.3099591358859195,2.78051200746708,6.79754444758071,6.808724036593128,2.39120086405927,4.72390460959158,4.19370175059351,3.07458358560746,6.84362609567268,5.6418675856628075,5.9967988526696505,3.8113279346498703,3.8377800576744105,12.246369927457302,6.3295306907855,2.19654275398808,29.0
4.60145976319427,2.8924713946877794,3.92634264049198,9.41675179249191,3.95892423262748,9.75471806007884,4.51546988335788,3.9233891560220804,4.4882083647083615,7.32798418303786,3.53127557207172,6.16488428000349,5.38418956484416,7.699908474391599,8.08594649485388,2.7540616265039106,5.167932397363732,5.73426020742257,6.86353481752942,2.47040339946769,7.0119931019634985,5.2001291459223395,6.38031574726742,2.9652663317996697,8.49732654870582,8.97555094202913,8.52908046809774,7.430925710531559,6.83263874578144,6.09263494520711,6.1669441889383485,6.26205118298833,5.749469294532219,5.42759756995025,2.2802064504892203,4.8114641885382685,2.7813558554685303,5.629545182072032,5.8765400120862905,4.51486026910396,6.64618301404781,3.9443736819929396,7.0290848331518605,4.67250241576759,6.53068578632821,8.283489828256009,6.68202171683887,2.48324966873769,4.987471689194519,9.294964749520881,5.87023737510144,9.124118414160948,6.1139508999953405,6.54725286555336,3.2993499441426897,7.34758308104624,7.02524300760829,6.2148630545394505,5.67282307480262,2.06622429996139,8.43106177212145,2.55462355611576,2.6338885054981898,2.8872472447467405,2.1473425875601597,6.8428605993189,3.5288860051260493,10.2140860236991,2.9374635828030096,5.6605006180130815,3.75137053427741,5.95368212171317,5.7929730055659805,6.354891935103941,3.3308760280137903,3.79425645716585,6.399420407160928,2.9674233685614997,6.38762088551355,3.0026461954617703,2.8372764907323598,4.8064116778807096,7.53334155955542,6.1940523321406,5.13591735739329,6.4726543811104,3.01222483310741,6.39057345402132,7.036868719539161,8.49004127996992,1.9161910938304696,4.64725846607608,2.79649178914345,7.6300808716693,6.68490673991198,2.2380172996680896,4.9389407159505305,3.76766187654265,2.85566062621538,6.894264492186282,5.4040036153212405,5.72503516954115,4.8352202797739805,3.54058565891125,12.370854397934199,6.14913066661809,3.46676720390362,34.7
5.4402982684688626,3.27959008976038,4.464349409210072,10.455174460916501,3.33764832496502,9.970402867399187,5.01706415141044,3.5864026868701298,5.06459760405387,7.405391782014822,5.77991948028964,6.93969380172358,5.3267541325875,5.77686854619416,8.10508391948701,2.70175503155131,5.357297373644429,5.59881028068348,7.10635802807776,2.4920829522207,7.65308009637567,4.28850843452358,5.975112773965041,2.7685884174791,6.5677546847954495,8.14364396929637,8.61546908579502,5.931840880042057,6.81860763178375,5.76684834838184,6.17684812154286,6.20813979021791,5.427276047923112,5.42493661403217,2.31147985253196,4.39245349873854,2.5895382080225686,5.06494983672413,6.70837369901851,4.618956702959509,7.104141961476191,3.9747163910252596,6.7235707251967005,4.99550724805192,6.63398576160421,8.58293516210324,7.08627458011963,2.27099802008787,5.15460701099763,9.01036640800655,6.31665179654325,9.16774024956685,5.972381972280719,6.77542900482982,3.0803549078422403,8.39491234935899,6.91994158285653,6.7760406590710485,6.85077281677479,2.28450798221435,8.570930700204201,2.4464274199788303,2.61805305374191,2.78890219735021,2.29727613553028,6.9100433558525,3.614664106872,10.642106219291,3.0426503771354803,5.47633401843024,3.61824436658416,6.09950114822147,5.61041048452389,6.46111526794707,3.21783400659168,3.5522179294665897,6.27220671856498,2.63186862171616,5.96562373262013,3.26354370428145,2.79138763900328,5.11684235561076,5.248598781650389,6.65177371160423,5.39439461557745,6.88254171127298,3.2494025208230197,6.52745996253394,7.1875380231532695,9.158375425420141,1.94367913268816,5.49007622625128,2.7076451398561696,7.87932945213496,7.035280830380629,2.2921639494614303,4.72876847723556,4.083038739206,3.4258600519467204,6.54734310153799,5.62454905483108,5.44957553390786,4.3857521832613795,3.543374729178701,12.459669636607199,6.1904592433293795,4.51105904964908,36.9
4.82602041302598,2.91376200989192,4.42576394488524,9.64093635565934,3.89675621567042,9.77439271615049,5.1818914953972595,3.7912589798071097,4.83029006341175,6.99435871231176,3.51985261250542,4.994382285015889,5.36156109170669,7.609412443663019,8.63148904812567,2.90453435581797,5.17416801297953,6.79669433376247,6.3544334706301,2.73935190361383,5.02329165121887,4.88050585471658,6.34988758215149,2.80629939538594,8.903748099602,9.18253804157398,7.01889560331831,6.1585382290868695,5.393201657729089,5.85484057473609,6.77831731641465,6.132193869203861,5.06496946420101,5.68135002461983,2.5733979316351,4.01607478194875,2.8322754146346,5.0908302277954025,6.60468521213175,4.49933241220451,6.7020264680800485,3.7886320595057006,6.8311876422442195,3.99975809496935,6.458237613521099,6.00666323768942,6.982303571784098,2.3627238431764304,5.73469325779922,9.290311646399447,6.0179793816559,8.68334698533157,6.34112937575185,5.9409022381996905,3.22651508564673,7.898799942933952,6.863375873325532,6.35165371666899,6.34790779103426,2.47118916533827,7.577193123420651,2.86973112148512,2.75208721096784,2.27118017643696,2.44824848914983,5.638536612878821,3.7156649184738497,9.280504410670892,3.4090038243615,5.62610733038066,3.9632121773121898,5.95913217085326,5.69558750092631,6.60654219954788,3.14869042875538,3.7213452179299504,6.241680264738211,2.84563797822187,7.94231085093053,2.9754040153391004,3.01178205777603,5.48640785652061,7.45753155178618,5.55371182753353,5.292843239833781,5.51351755739643,3.41153764958073,6.6237324283095305,6.918757355175719,8.771951114911621,1.8802346219549504,5.384586717054981,2.9554078205201,6.3644488875370095,6.85473974650508,2.34865262775435,4.893776476221861,4.06802104802067,3.1755192849428098,6.77900137819838,5.395379878865612,5.90404521396704,3.567808516028549,3.5138697837544304,12.2732491672948,6.24209929194308,2.13297935815309,10.7
4.89420037795015,3.11872145538617,3.99323732885267,9.801803178003462,4.06158803867223,9.1300985667821,5.7799445844365085,4.68598083165795,4.62840935609521,6.947020863602082,3.47269891610444,4.9970803619928885,5.53681010533187,6.86417302472659,8.40881539059739,3.05870505606271,5.15915039683646,6.08651676173442,6.68733977148006,2.48507122639747,6.04439409819754,3.74795640041104,6.1830337544287,2.6817993197894503,7.63307977028208,9.00903555508887,7.695731079788059,6.10156244094341,6.337395126077241,5.7888660264382805,6.43316598822222,6.48271495707142,5.3812595218164,5.63454167005432,2.3637162074877303,4.37852521756221,2.53112052270089,5.2824700269845595,6.539952064410911,4.4000162326195005,6.682830700121452,3.91193889318749,6.91365965132267,3.8548629858483396,7.1557635178532015,7.51887400778378,7.08627458011963,2.26899444801802,4.90763358790225,9.711062832784313,6.201940380533428,8.800370496194429,6.5450983701290895,6.0551902161864195,3.2828829321612902,7.53079124282317,7.03503692488494,6.41260815504102,6.22153234170804,2.2595357016546602,7.65897754069713,2.65551148681796,2.6668634245271097,1.88826074074133,2.5142238813143303,5.3017044552747405,3.4530954082154306,8.955269234367849,3.23046349747799,5.49422558978726,4.17702458162916,6.34429074482337,5.6369209574365104,6.60671287411853,3.225657212010569,4.36617736021462,6.42597183953369,2.7860362537682497,6.98085882597507,3.2577560004959603,3.0541710875354804,5.941914983501638,6.016503711427361,5.71565687732057,5.3199697709094815,5.450281911287661,3.5123836201160894,6.487848290967821,6.97546577897135,9.122577335047518,1.70918319108375,6.0211970996207205,2.65453259395525,6.69279956882133,6.45290682700989,2.2927508487585486,4.75018464755967,3.88441025499112,3.2230008074867404,6.867478835087839,5.76433674929165,5.847053231226388,3.9935760849526094,3.76924703989382,12.561452617599098,6.25337311236436,4.03242975766914,15.6
4.20509385002685,2.94816726896164,3.80220913977736,9.09595848760598,3.7099262306447702,8.59404387248044,4.82892859761253,3.75270208522648,4.29623453941771,6.81263292450904,3.2947993476685,6.3601783388800195,5.34965232910474,6.63749241904865,8.22792486024148,2.72384910412256,4.95343332740991,6.3876486814438795,6.540245132420219,2.5735178659696802,6.072673834669992,4.63061285416733,6.13147060128548,2.99774394917467,6.1745561237740985,8.78967738919744,8.2014998221365,6.484242290864072,5.32618718152112,5.904848719162519,6.48445764296496,5.6544119873064105,5.42391391061833,5.85501170227427,2.3932811245941803,4.40667014362724,2.72469104380002,4.9122377106482,6.772146811009389,4.6299796688821395,6.60502647196936,4.15894094886489,6.885671983495059,4.5051736470187,6.756370632162192,7.67452212863092,7.01115763128384,2.2738465947954305,5.07508568557384,10.067584054635098,6.054132146752338,8.9738899378118,6.61863463862355,6.0993454573318395,3.1739098372109504,6.925718834703949,7.05625883443115,6.371328378077692,5.88044607704028,2.12314569189164,7.9020691189817205,2.5971617597028103,2.6423751839790097,2.14322880588507,2.4245691102255296,5.6764238587661815,3.3938721575534396,9.32436512469095,3.1601346108368302,5.4408055152823795,3.99768190322744,5.81708838667212,5.974108844893969,6.5370539108994805,2.9915530848217795,3.92850591385424,6.38143327262697,3.19531869809214,6.89693208748259,3.13274776161173,3.07411695700333,5.21502675299275,6.76907901392204,5.69846611007105,5.33407827309704,6.1088409071567495,3.3178233610132404,6.3049260707995405,7.207514608313639,9.592286657139761,2.23922003948435,5.64382508318104,2.9280393494376002,6.8120091976285995,6.43254307957029,2.28839673779045,4.72827790836721,3.98513693073039,3.3462116278662,6.90664529546096,6.0613953197445705,5.7371902685053895,3.7260766964853,3.61868259024269,12.648863438324303,6.34334483935747,2.53995478334152,22.4
4.69074920762292,3.32861314295953,4.05439756597851,9.297900932483287,3.92772013840428,9.317938026890321,5.07225545151928,4.4736733634721,4.5195746510691395,6.7714161902938494,3.2637256243130297,5.8619507527174814,5.47432063172337,8.68269630703993,8.06920420573339,2.85724705538901,4.89633599725844,6.72918303077834,6.48801966135595,2.5973788318512203,6.34626734348667,4.7187096348578885,6.61449966642194,2.91887674135601,9.15535925103817,9.95445061148605,7.5708942206974195,6.786469597196749,5.1673193732483,5.8652747961564815,6.20973337180656,5.91749163682256,5.33069819424408,5.855479498473519,2.43192165478737,4.79421875288249,2.60504338881316,5.35956323370873,6.234668897436483,4.8533867379339695,6.54563162301208,3.94592029218418,6.63812354165362,4.69821984561065,7.1587407905854805,7.080279994394632,6.97821786171007,2.06531794274722,5.29017903096373,9.78859267960585,6.1120331339707805,9.21160638619557,6.26805170394125,6.13731799686328,3.2335841476174303,6.93601551094334,7.068716678421531,6.20836281018768,5.509523867339588,2.2288586110755197,7.5926009219533395,2.65219461334378,2.6819972521237796,1.95448509827375,2.3668509931690203,5.34723879700696,3.43098036066243,8.59970472160567,3.18903330971489,5.62009007417349,3.86756683517889,5.9693026998590994,5.53746325484238,6.44002361129122,3.04584202740147,3.82488888161061,6.3227060551424525,3.07428102752217,7.99720589255745,3.0173220925646604,2.98536679289884,5.10596885343916,7.81010610585952,5.87800823761114,5.2330277200943,5.1268965211870485,3.5172270297964503,6.2757655354749575,6.79897292708284,9.0772622198352,2.18280488311539,5.4447362623006,2.89160304137968,6.62183878520095,6.36185564805724,2.27156190788411,5.00910786960075,3.8488005938396,2.88003136403352,6.729470329687881,6.208780205905597,5.89287270344528,4.15174306335271,3.5018202967139,12.3877734905514,6.00214468214705,3.50761323508745,16.7
4.45330436954597,3.1881934398813496,3.85109411149068,9.027308356172787,3.9635504262222003,8.96995818365452,4.56611584116903,5.25617045947017,4.42193731996769,6.8909269453984425,3.1941892680294597,6.21354764977113,5.51192919030491,7.32504870804105,8.307881842148369,3.09299524987444,4.98309546846118,6.1295770277941,6.92122883394358,2.30586491978908,4.810206205236018,4.46274566654174,5.93915682023007,2.62107798090219,7.80259500648134,9.25636762095805,7.70945441250582,7.202741776425638,5.84654157230705,5.850733728052338,6.278956524290661,5.90096333552543,5.1180344006135305,5.777081467976401,2.18446429563912,3.71841419047048,2.74965232643416,5.36114909118321,6.18494299158904,4.83638806070953,6.6473705842959285,4.15782948042362,6.72354682590717,4.626938796568799,7.31427706949917,6.14288895596675,7.08814074877025,2.29209909430277,4.6530932859845,9.338411566589132,5.81814782979715,8.91104282644899,6.34870214055673,6.4411695408076,3.50939291205216,6.589769520469612,6.93873384397169,6.389220441797661,5.391292240911208,2.16169975090551,8.00118865350197,2.66986559741187,2.67929017299263,2.47819556822546,2.6734262244982596,5.7865118473619495,3.5652022605769997,9.691191809142099,3.35152377528185,5.73979923025053,4.0777897272787325,6.34774219051824,5.95212495945657,6.33917788179192,3.27156307964752,3.92374318141293,6.376353351237099,3.0679386774097503,7.055862744027281,3.0316907179783303,2.6415334758986098,5.577275395858459,7.10294422506282,5.6921889228072216,5.49835736765782,6.0982270771412885,3.4328507118533396,6.2772419191489,7.0431837735981295,8.96380414593426,2.07203094217047,6.373942605498692,2.9182045691221403,6.404421392873349,6.08188821714828,2.26429250403429,4.82387656496596,3.75809762478211,3.14759602741597,6.78403315230664,4.92163075776171,5.9730620301931,4.479425872729821,3.7729412300294,12.348955353313901,6.14929704117573,4.22515701306648,15.3
