2359_at,1359_at,115361_at,57552_at,6498_at,23492_at,118932_at,283710_at,6229_at,199675_at,56670_at,56833_at,2310_at,9619_at,114793_at,23531_at,10158_at,1628_at,124535_at,10184_at,246_at,3507_at,65108_at,100506058_at,9214_at,257019_at,105374438_at,51056_at,106479323_at,84436_at,3802_at,441168_at,759_at,723778_at,105378798_at,100616436_at,107987012_at,79087_at,101929288_at,100288831_at,2206_at,148109_at,107986204_at,79843_at,25826_at,80833_at,102466754_at,112268462_at,5169_at,23328_at,28813_at,51108_at,112268263_at,1374_at,28811_at,5164_at,102467213_at,100190952_at,28793_at,84546_at,5730_at,101930114_at,2282_at,4481_at,107984338_at,105379010_at,101928417_at,100462981_at,100422998_at,28454_at,134728_at,94039_at,81608_at,AFFX-r2-Bs-phe-5_st,349075_at,468_at,79674_at,105370437_at,820_at,196527_at,107986614_at,100505570_at,AFFX-r2-Bs-lys-5_st,102723318_at,10039_at,105371672_at,105374694_at,401074_at,106480607_at,5166_at,388512_at,2826_at,29116_at,102467074_at,9480_at,80199_at,109617007_at,29089_at,29802_at,105371276_at,105371819_at,28434_at,28946_at,112267899_at,286333_at,3627_at,101928185_at,GA
4.41241314638449,5.99283274785927,7.18524210165893,5.17727910765029,6.7206851018627205,7.53457786335751,5.70331062890015,4.99939299459616,6.2407281713944815,9.32906516565308,3.5242461311259503,5.1380632732556375,6.42744675833004,5.8311191422237885,3.89118917025689,7.80050836450451,8.883160350862461,5.923992597368599,5.28916759072394,6.0517229180120395,6.513675561349468,8.88202595615726,6.87754359401065,3.01128583915648,8.44538745046342,4.56165786761552,2.54110256487614,7.30794457941402,9.66532121203505,4.122654771915109,5.06550654678428,4.49687569385781,12.230204776779699,7.97164656175735,3.8127554432216297,8.654869460559791,3.7514314308483,6.84051953557353,3.05476874045467,3.3386358893021697,5.16392897280828,5.69675192753726,3.5757710877171403,3.8026957767774303,5.12226197882766,6.758238338334769,6.2898062438452325,5.08226634386076,2.9447793508572,4.79509837739387,8.32996163972155,9.563608847701687,2.89700119598126,6.57130018436476,4.1960113759223,6.59287034416772,3.45263371860652,7.0603836566166125,4.3195813000723,5.16591323829792,5.7613375931515005,4.54123263546642,4.83370042803527,3.8983727611934302,5.1275807945760725,3.08259545619362,2.92108042643674,7.00893649730348,2.6372465977652,4.72717267643822,3.28692707047689,7.26979642287732,7.5910531942474115,6.7782998240413495,4.14619038400791,7.096368778939412,3.3412910838532297,2.76615166947331,7.25062338303292,7.38186340999272,3.00157097748154,4.09699252116833,4.661232073973903,3.5389711628333904,5.643348818445951,3.01165612513368,3.1525048667911397,5.51120650743117,5.74236334196263,6.388077956763411,5.82496191144273,5.85324731372434,8.25161836311631,2.39730568018554,3.35447209064465,7.113962001841822,5.79080872940792,3.9599488513115197,6.99086358144651,2.30641310962713,2.34950138837259,8.15385767329692,10.2611102752445,2.80867383701073,4.79583576789184,3.39635503755054,4.07793704781557,39.1
4.39805176551458,4.97032778352103,6.74440117503826,4.9287574147252,5.76067265968094,7.801829438032019,4.51799940886612,4.7710006959937,5.9971891553181305,7.24032099433105,3.0041956428268497,5.16890427090834,5.46785972158844,6.5913295053987895,3.9139001644086804,7.38395563987913,9.75951769758091,6.33961643262653,5.39830223388787,5.7917699969725005,6.066612626351629,9.29102703039564,7.14404552567492,3.06412879423086,8.991160040105301,4.40659473530153,2.5525195256527002,7.0987139599562585,10.089913927543199,4.09064162563054,4.84525739082615,4.62153774530601,11.56346045234,9.35190190031224,3.6534741706141602,9.19758453199035,3.6939730972768396,7.21454154531923,3.4125384679130604,3.3952659969511,4.29378314741278,5.63295686435656,3.49976163883433,3.6405437486010297,5.65205143917102,6.82386646138986,6.29864331161432,4.5035747850985,3.07774593729261,4.811869676361209,8.520058877616481,9.00873394169515,2.71062593278602,7.047682046599902,4.17252474234346,7.17302773227685,3.50682671457748,6.164451402220711,4.13849231242147,5.50112660650194,6.1979900142515705,4.23486134682438,5.11254302130124,3.75980868282542,5.56094238756495,3.0803950795804,2.7173688641243396,7.6709786141649605,2.8271970344922597,3.80867661220467,3.32931418655053,7.54680045223747,7.634654754057782,8.29091192066882,4.3988628239233,6.93837591970471,3.13001725654257,2.982850772639,6.25857025692275,7.52573305043113,3.6026868100084704,4.2830876843507415,5.92310002418193,3.4919511271208,5.6094035771750415,2.8155039917145097,3.0813749862107302,5.20515564112492,5.72528202625844,6.263985180635929,5.8197974930853,6.0662418711912,8.40148885809854,2.23837302663084,3.3367329434464703,7.07766107259721,5.26055541959362,3.9609517947267596,6.660914905610629,2.4308079935212996,2.0368187605941497,8.048816386619981,11.3725922573334,3.0999127872611405,4.62733099438595,3.55181452663254,4.04179212898812,11.4
4.28963922329579,3.406173855536601,7.30728256772429,5.0966516237885,5.29394955541427,7.766997969990211,4.6629752805067,5.18329555364357,6.3983792049107695,7.25869078942683,3.05203328446657,5.471549419926139,5.84200176108389,6.45707597511953,4.04736211250368,6.854278374191389,9.22224585092435,6.58356633189599,5.31378622169101,5.824720221316018,5.94432547534441,9.50203406058126,6.87603155163888,2.7592358138015802,9.05224840921836,4.815556056997731,2.43416893910218,7.49581756755221,10.130546680260698,4.29145945449849,6.24616816699692,4.76852250387999,10.633404956653099,8.890388766795757,4.09586168758649,9.13955744146423,3.78470234839071,7.17634494758344,3.0000394062466698,3.46354617527408,3.23323963469836,5.9129048381279015,3.99470768800475,3.55203378217659,6.07188241330613,7.23997950118377,6.55605714931615,5.1217377819047005,2.77736902413608,5.17894665570246,8.382289728670619,8.86633048848418,2.9834951307680897,7.20286204688428,3.7846546352846198,7.45079707069448,3.4589635806450296,4.87448848475209,4.37005030854384,5.5479381178657805,6.822695564786919,4.404990183623469,4.51609174364254,3.8634801309895996,5.26688009239993,3.28551997227458,2.7664139182307204,7.58537390067398,2.61698534363037,5.75514108438954,3.2697700645726098,7.372966443244178,7.36823613490376,7.96009045766554,4.439743725459072,6.935639544888951,3.17206435295344,2.67827043748659,6.79754444758071,7.260694531740731,3.61517399355457,4.30541004411078,5.6418675856628075,3.67383055617767,5.849847671852452,2.92373156485512,3.2630963463024902,5.5121622449579,6.866826305494749,6.2843801802813,5.9967988526696505,6.12733677213934,8.01242707442128,2.41700255681305,3.14643475576482,6.9785041267422,5.3098577204843895,4.01371431541865,6.7866678998542795,2.3064093936789303,2.3899480293442004,8.54580354443149,10.5395963753994,3.1102592601136,5.052926959837532,3.5202676098938595,4.03210226090742,29.0
4.60145976319427,3.9233891560220804,7.47033045562819,4.92982464458955,6.76232805135144,7.518895934083098,5.108982866130519,4.85598317107104,6.54725286555336,8.52908046809774,2.8924713946877794,5.167932397363732,5.7123763547548485,5.73426020742257,3.92634264049198,6.87554290701797,8.992704946125,6.1139508999953405,5.38418956484416,5.59603913970399,5.8556558016449705,8.97555094202913,6.7102307868603095,3.2066883821469903,9.2332654417947,4.4882083647083615,2.40781460376846,7.34758308104624,9.9987924138211,4.81508681254853,4.51546988335788,4.60492424286396,11.8368706774674,9.56046543227689,3.3025591464015602,8.49004127996992,3.513710210755589,6.87948934821402,3.09666099802312,3.38567105626589,3.4603653821232303,5.525046053164751,3.86636758301936,3.61972415143605,6.8428605993189,7.32798418303786,6.56967602795324,4.76257610878974,2.7540616265039106,4.987471689194519,9.1323052489481,9.124118414160948,2.84546793995913,7.41979431978155,3.95892423262748,6.963581475659442,3.3428830684524797,6.4829730472737666,5.06512311121969,5.25783151181915,5.88476969530187,4.27964227600384,4.6106765760926125,4.25628827631678,4.68880144107558,2.87607759534131,2.81603615021007,7.397665706271759,2.42577638678326,4.922650553751541,3.8127908272765,8.07187619775744,7.71004191687649,7.731733147735809,4.49128721798612,7.00342172962178,3.0476146952730696,2.67411505450241,7.6300808716693,7.1894692638516196,3.4474127421231904,4.102028122681411,5.4040036153212405,3.6474189215506803,5.87808233977008,2.6793609579624,3.55838086123141,5.07390524030063,5.95368212171317,6.83263874578144,5.72503516954115,5.83641779798051,8.059215182167081,2.4075381590852203,3.04696744990992,6.73885008232234,5.41362034108474,4.10049698421925,6.431924252608192,2.01300017963433,2.32908986501025,8.49732654870582,10.898009136869499,2.6063863572461803,4.479916907700121,3.53127557207172,3.7020019495486496,34.7
5.4402982684688626,3.5864026868701298,8.03463280334128,5.086267095871,6.78618816885562,7.48439952708947,6.1148027649987196,4.677272157503509,6.77542900482982,8.61546908579502,3.27959008976038,5.357297373644429,6.20602648915949,5.59881028068348,4.464349409210072,6.48347165972284,7.8489712729756285,5.972381972280719,5.3267541325875,5.96168897971013,5.858531945455519,8.14364396929637,6.792059431972112,3.1281529860765804,8.262067881424759,5.06459760405387,2.24493762051938,8.39491234935899,10.3373942805154,4.4777015308888,5.01706415141044,4.91995630109063,11.486260764739699,7.411847243161151,3.63933114340873,9.158375425420141,3.63648806716597,6.7956198354200605,3.01353400387253,3.15763386690005,3.5009775811922004,5.551786871171041,4.0046642664893,3.5003215948556603,6.9100433558525,7.405391782014822,5.593357953739389,5.28118591246896,2.70175503155131,5.15460701099763,6.93904336190166,9.16774024956685,2.70031215834847,6.85183229626191,3.33764832496502,6.691257374680049,3.32068670476303,8.03408180304498,3.5386991654410602,5.24071327074389,5.95689905980647,4.393772525355081,4.69944807460434,5.31886260275839,4.97770340802761,2.89746707336007,2.74587047016411,7.97116329556206,2.898129404403209,3.14643710198645,3.19707955970105,7.52340592572613,7.263318108329001,7.67345981343514,4.282553652773911,7.051578530430371,3.17738466590572,2.7815817961793603,7.87932945213496,7.7510146639516995,3.616342180017991,4.33712532188039,5.62454905483108,3.5290831629541097,5.68040413241874,2.60110675789555,3.27359092933591,5.24407395616678,6.09950114822147,6.81860763178375,5.44957553390786,5.901479047119548,7.850265070389121,2.26253653530903,3.2275523280927496,6.59057973607241,5.5408847339449,4.04234168081564,5.9970531262895195,2.41336228954407,2.2369265574871497,6.5677546847954495,8.97725747272389,2.86667937355752,4.51803502166108,5.77991948028964,3.7514431932633694,36.9
4.82602041302598,3.7912589798071097,7.50173955801147,4.81485017780863,5.67936498876829,7.62904604893715,4.8144411949784,5.0097394539870095,5.9409022381996905,7.01889560331831,2.91376200989192,5.17416801297953,5.31310031494155,6.79669433376247,4.42576394488524,7.00863361538275,9.62193770586735,6.34112937575185,5.36156109170669,5.889649536425741,5.325039334931518,9.18253804157398,6.9415189157791195,2.87599835607183,8.62424943438483,4.83029006341175,2.4738175740810697,7.898799942933952,10.1779188935136,4.21608766638615,5.1818914953972595,4.553977996147991,9.496533660431089,9.41817309039518,3.94562711958974,8.771951114911621,3.5359990825707697,7.0735316794252086,2.7622286193820296,3.36156906606815,3.7306684202232905,5.74235936950495,3.97366201481784,3.5774277923566298,5.638536612878821,6.99435871231176,6.434958860685232,5.03910130929269,2.90453435581797,5.73469325779922,8.60866060601631,8.68334698533157,3.0284071496641998,6.71243792744252,3.89675621567042,6.78749990480205,3.5004663332558104,4.83534333441452,5.24109308136675,5.30045417792982,6.39311455961839,4.3184546283772995,5.34377879394815,4.42202619340545,5.29049209043981,3.20600346427981,2.51736527318347,7.50848373893247,2.5084181021105296,5.435889068547912,3.25565155616978,7.323184086533179,7.59681273917057,7.74385370450248,4.31556978795696,6.902776965417581,3.0582042002269603,2.73334964496539,6.3644488875370095,7.632471866210119,3.77353325403889,4.46950168879388,5.395379878865612,3.94089196815326,5.58802969849103,2.81429421112566,2.98216427156121,5.3436131150197195,5.95913217085326,5.393201657729089,5.90404521396704,6.28755050077093,8.33725991881671,2.22007233297082,3.5017007233468394,7.08639836709663,5.38905559147987,3.9442273320548398,6.44585775773179,2.51189545535981,2.09867414646658,8.903748099602,11.3142164711237,3.19675182229229,4.82996412803015,3.51985261250542,3.9551446049927796,10.7
4.89420037795015,4.68598083165795,6.6967288294444405,5.20999661473457,5.50006060311143,7.6992508037177405,4.70004304054453,4.8232899279358605,6.0551902161864195,7.695731079788059,3.11872145538617,5.15915039683646,5.84795349254606,6.08651676173442,3.99323732885267,7.29205582238938,8.72596011297245,6.5450983701290895,5.53681010533187,5.7450649709059425,6.40449605434104,9.00903555508887,6.867276881296767,2.9135038646665903,8.79003213550641,4.62840935609521,2.36071223255506,7.53079124282317,10.087184099575198,4.3701728087954805,5.7799445844365085,4.63043898912097,10.6253649643164,8.26411730454533,3.5836023298641098,9.122577335047518,3.82433354548478,7.093731082445589,3.4757795950130297,3.1996650420037,4.76303817347641,5.856775661286581,3.69534928493285,3.8454311191794197,5.3017044552747405,6.947020863602082,6.402921262941692,4.71770144077879,3.05870505606271,4.90763358790225,7.56734491603745,8.800370496194429,3.0151498314595697,7.0506515148102995,4.06158803867223,7.0545872174190585,3.4674878154525697,4.35213798549535,3.828729714436391,5.3915939926212895,6.32870530664166,4.70264818244502,4.84036158358153,4.466279627736821,5.24202943512583,3.1437044687939,2.6469092421927796,7.600362615311179,2.84239957375646,3.64222164366095,3.28783648326212,7.5240881172171905,7.38168596698359,8.17553617421389,4.43840859433128,6.867569894309889,3.13622470686375,2.63435054867279,6.69279956882133,7.58243145046266,3.3290726538323505,4.47968826428347,5.76433674929165,3.72679884075883,5.715598520517969,2.5201773673730896,3.3056762537568396,5.424057654793298,6.34429074482337,6.337395126077241,5.847053231226388,6.03861552374436,8.20698469090331,2.31582281602994,3.3901158186252003,6.961688207462361,5.4931966589134404,4.0641712887770804,6.33729590412386,2.1264818174485,2.0033562360262,7.63307977028208,9.74885089628741,2.9566889044809703,4.83748722282468,3.47269891610444,4.10140126185781,15.6
4.20509385002685,3.75270208522648,6.84432249338071,4.9280159427043495,5.606823395759783,7.68923873568585,4.61894391077068,5.15410051229951,6.0993454573318395,8.2014998221365,2.94816726896164,4.95343332740991,5.714565378002501,6.3876486814438795,3.80220913977736,7.44418321052217,9.36348239510867,6.61863463862355,5.34965232910474,5.69040251782692,5.832609490408091,8.78967738919744,7.05175310871259,3.2770901606134504,8.87251900372334,4.29623453941771,2.35238365970156,6.925718834703949,10.4194702881285,4.40782730873041,4.82892859761253,4.3701286880935,11.3176753545414,7.0627105641523595,4.12826703413434,9.592286657139761,3.63369912379589,7.03691477286217,2.96607745499102,3.46683756438058,3.52539996656666,5.87365438092898,3.8414419056191895,4.13609947385131,5.6764238587661815,6.81263292450904,5.9603029876520095,4.8712503924955,2.72384910412256,5.07508568557384,7.519707366327809,8.9738899378118,2.902784455692529,6.648724896902679,3.7099262306447702,7.07475426045831,3.5589102540426403,4.57478767366802,4.5014610512488,5.09397847518388,6.18844717449422,4.43954398591018,4.80356435884848,3.69859303066026,5.41042312250409,3.0828206732344596,2.71000695755758,7.92928572951113,2.8480676369149602,3.9623189214857595,3.48731809646059,7.8239089584030905,7.6280306033180905,8.122791109213901,4.37373478170577,6.903109589004741,3.07883372034518,2.6674314429259303,6.8120091976285995,7.55386451623326,3.53912610545513,4.485969060628442,6.0613953197445705,3.6955597402129,5.60547311599923,2.96503063474892,3.2383905148660896,5.48118365025797,5.81708838667212,5.32618718152112,5.7371902685053895,6.06779074641168,8.08274725711195,2.42202371602711,3.31479884653316,7.12627673030834,5.5555009207785595,4.0003856832805695,6.4261712452004005,2.2507551305269398,2.19512363995074,6.1745561237740985,9.899814728845607,3.0448598607471205,4.19884019828345,3.2947993476685,4.043287805404311,22.4
4.69074920762292,4.4736733634721,6.92544862540316,4.83997216505516,6.21423565438154,7.57748550593401,4.54604345412655,4.94290749487412,6.13731799686328,7.5708942206974195,3.32861314295953,4.89633599725844,5.835992324149848,6.72918303077834,4.05439756597851,7.54312174091096,8.957727296749,6.26805170394125,5.47432063172337,5.60407436909539,5.733344820916081,9.95445061148605,6.77943853237029,3.1216702046849,9.06256596130521,4.5195746510691395,2.32529368466824,6.93601551094334,10.2939408313383,4.53938083548541,5.07225545151928,4.37959264630458,11.199929789,9.906272196410411,3.54613179989959,9.0772622198352,3.50066413626149,6.8796645198206186,3.02499934773228,3.22545999151999,3.911964767455951,5.76241497733019,3.7844025844786002,3.57670957339638,5.34723879700696,6.7714161902938494,6.264182024117639,4.79567364301694,2.85724705538901,5.29017903096373,9.45991986395696,9.21160638619557,2.7230259796990097,6.018825515629259,3.92772013840428,6.9941180079559,3.33389311632958,5.7873620373531605,5.779837509850942,5.09088796108016,5.998428877787959,4.32814886581738,4.94153378833376,3.78370330326896,5.439307637553999,2.967747122211569,3.13579150299087,7.961384931203929,2.89871787614191,5.402004652910018,3.4044679183981,7.763760697969049,7.654053159638789,8.34451705266778,4.23119841258186,6.904039919152268,3.09846985008098,2.6822662120661698,6.62183878520095,7.448809799797639,3.10106226726524,4.47429018304117,6.208780205905597,3.4494230117547,5.5978745896823,2.78633713850394,3.26855506535252,5.337469106705,5.9693026998590994,5.1673193732483,5.89287270344528,5.85969233845255,8.655512678832249,2.29124570088688,3.1240676932358302,6.99807345935691,5.10631297720986,4.08766452211604,6.46708692137738,2.29715931578225,2.10248283899575,9.15535925103817,11.5913441698842,3.08207621283133,4.407731612500308,3.2637256243130297,3.71406944128207,16.7
4.45330436954597,5.25617045947017,6.8759878983665095,4.63253743773998,5.778296544103347,7.7413058408817506,4.5540576454863615,4.86085296238263,6.4411695408076,7.70945441250582,3.1881934398813496,4.98309546846118,5.311777381347009,6.1295770277941,3.85109411149068,7.85121952790858,9.00892787300002,6.34870214055673,5.51192919030491,5.61359791583838,5.51682475714504,9.25636762095805,6.7322040325237,3.01288970273708,9.209665522593447,4.42193731996769,2.22288732401161,6.589769520469612,10.3349102838784,4.55631779943272,4.56611584116903,4.593660146862611,9.835163619689801,8.35120735539442,4.09403248590311,8.96380414593426,3.56997824876866,6.97246988245004,3.31894145554318,3.1736234661277902,4.38394413938505,5.80392789475538,3.8663019393798197,3.41919248555462,5.7865118473619495,6.8909269453984425,6.621747373610481,5.07611077458849,3.09299524987444,4.6530932859845,7.91190076423983,8.91104282644899,2.91376383010352,7.19892191410375,3.9635504262222003,6.657988555570871,3.51948026276799,6.0723476532496905,4.1087310324276,5.2757739121553096,6.2256309494963,4.66355575529841,5.026693381126821,3.48547213746154,5.30844380789098,2.82353152232906,2.9465717241145004,7.89196878104738,2.7734804680128398,4.53406242056151,3.36483076991971,7.786256166151968,7.63399661375129,6.03890594450004,4.48817785390736,6.99426444157016,3.04531246416643,2.6320537645112996,6.404421392873349,7.42748358129691,3.4073061949023398,4.4554585078054405,4.92163075776171,3.80114176333653,5.613611907018981,2.9816510796926896,2.94403623547261,5.70832161668862,6.34774219051824,5.84654157230705,5.9730620301931,6.12445807674629,8.13956140918286,2.36325313206694,3.2664655625545,6.93445777193445,5.3764173819834395,4.0183984906602,6.861658856132539,2.33313845098248,2.11290081635339,7.80259500648134,9.61799528599536,3.4136522884410696,4.23612955701831,3.1941892680294597,4.078623688075161,15.3
