2206_at,2359_at,114793_at,389386_at,51108_at,124535_at,3934_at,100131187_at,199675_at,118932_at,723778_at,51312_at,6498_at,79600_at,1233_at,6689_at,101929767_at,820_at,1088_at,283089_at,5169_at,57552_at,28825_at,28455_at,5627_at,102723724_at,253725_at,3283_at,79087_at,6772_at,102724201_at,115361_at,5166_at,28398_at,257019_at,56833_at,9300_at,107985744_at,3309_at,59340_at,131870_at,58526_at,23052_at,163059_at,347468_at,107985490_at,23328_at,5208_at,28392_at,28464_at,3627_at,100131685_at,2205_at,57486_at,7378_at,54028_at,170536_at,105369382_at,390617_at,326624_at,105377782_at,80774_at,10247_at,100189348_at,8363_at,84868_at,105376076_at,107986241_at,51710_at,387680_at,90231_at,3240_at,105378810_at,4481_at,28697_at,217_at,100126335_at,105377632_at,729234_at,6611_at,105373461_at,285966_at,101929043_at,619569_at,1359_at,26530_at,11085_at,2872_at,28475_at,105374412_at,101928404_at,7071_at,79015_at,6229_at,5004_at,112268072_at,388512_at,93978_at,26509_at,57007_at,1669_at,440799_at,7566_at,100033425_at,28816_at,595097_at,105377781_at,GA
5.16392897280828,4.41241314638449,3.89118917025689,6.11566087150283,9.563608847701687,5.28916759072394,7.44725585437868,6.14943719998057,9.32906516565308,5.70331062890015,7.97164656175735,11.705181129577198,6.7206851018627205,4.75856682998256,5.080399284808969,5.57272571344605,5.938883057817121,7.25062338303292,5.91473401637061,3.2619398655035,2.9447793508572,5.17727910765029,7.9423389980303005,7.07591636389042,3.82052848034048,2.5889099332448597,7.84760126384447,3.7636171871698396,6.84051953557353,9.62647126474148,2.58923664753884,7.18524210165893,6.388077956763411,6.607201018216982,4.56165786761552,5.1380632732556375,7.28254550917081,4.5786481934240095,7.756297517697789,4.93108220800857,6.41259910486153,6.85467440474733,6.41229506589036,3.17383454444336,2.8221844561802705,3.3935464058884297,4.79509837739387,6.13440440307661,7.652102717516099,6.655709756438428,3.39635503755054,2.7302222494691604,5.99928177916857,4.63514316660972,7.0507633768024025,4.87939091179301,4.9935667405255195,4.79818642014026,7.92701801753693,7.327151529630281,4.36308695392684,8.44094875043091,3.6122282340610496,4.51553513426735,2.57012051173702,5.644293989339451,2.41404937164268,3.2356330434344303,5.313114003608581,7.61402160386644,7.362717895685018,6.683408162973517,2.30570706182502,3.8983727611934302,6.75376061159871,6.97493458759397,2.51627644233406,2.8925417043565798,5.65577130652611,6.89871126060638,4.1299963650832,5.59223821780775,2.7890608156094903,4.91900463335731,5.99283274785927,5.148382065628599,2.7200968886467405,8.78292974878375,9.74531043602391,5.05796043586829,2.6419748953827997,6.3071806891112105,4.5236066621138225,6.2407281713944815,6.236674585759361,4.66494538557513,5.82496191144273,4.6861219603240185,5.19383338262766,4.4435146608614025,5.712712065123639,3.75643144985808,6.20020725218467,2.5756505487131403,8.65577580339799,6.076122407850598,4.103648317515972,39.1
4.29378314741278,4.39805176551458,3.9139001644086804,6.0698995125488615,9.00873394169515,5.39830223388787,6.68338924164383,6.231159868390733,7.24032099433105,4.51799940886612,9.35190190031224,11.1640972237165,5.76067265968094,4.77133293690964,5.60307649375243,5.73433599127206,6.144360635313983,6.25857025692275,5.20583512653722,3.12586349781668,3.07774593729261,4.9287574147252,7.9353391727334275,6.94679291390041,3.6888832030269403,2.65638926182541,7.6584077931711105,3.49640802809645,7.21454154531923,8.74750558999815,2.5464511667227003,6.74440117503826,6.263985180635929,5.78064431075634,4.40659473530153,5.16890427090834,5.97502470326944,5.2129797010744605,7.7710736027847185,4.23788173420754,6.123545594558048,7.17354166166295,5.79107223466401,3.1052637215048398,2.6120159035489703,3.5753263975091,4.811869676361209,5.60707294794342,8.1784222318564,6.6284195832974016,3.55181452663254,2.9503848432916597,5.7274189390598895,4.88706722367879,6.91237504781595,3.91253109558873,4.51298447405449,5.204575194014558,7.48207664554353,7.402796687256019,4.46077257657906,8.867229856318561,3.46504047599296,3.91177374827783,2.42290580917281,5.739661930755731,2.55605352300144,3.21089300738967,5.2451598289235895,7.358918537358559,7.44043205378595,5.5808993047924105,2.4830617748716204,3.75980868282542,6.77121216032583,7.03684814790464,2.6176331205764103,3.40240503141311,5.6291606864843,6.88742968862844,3.6774975532061203,5.33655180786711,2.64860831834637,4.346296035457772,4.97032778352103,4.732637590640941,2.8102847206747503,9.11225738824683,10.193430835105,4.92517811955554,2.7425137187545605,6.428263297930549,4.51804207212413,5.9971891553181305,5.929022705623809,4.31843433659203,5.8197974930853,4.202899678276101,5.1943122327474995,4.68482332674754,4.875105666940179,2.4724851790852598,6.179574422919741,2.44297468550179,8.613409547661961,5.463267779585731,3.5369523798373597,11.4
3.23323963469836,4.28963922329579,4.04736211250368,6.412535885464551,8.86633048848418,5.31378622169101,7.78515008195075,6.13760513477174,7.25869078942683,4.6629752805067,8.890388766795757,11.152712994649502,5.29394955541427,4.79824586890126,5.57491654229468,5.7395734180175,5.920565716029709,6.79754444758071,6.513446966591999,3.1817810647335802,2.77736902413608,5.0966516237885,8.98866628808994,7.25448629763712,3.55152968072789,2.6533117843559597,7.76117837914653,3.81585251416248,7.17634494758344,9.14968068833899,2.5091867717003,7.30728256772429,6.2843801802813,5.76052115290102,4.815556056997731,5.471549419926139,6.54634058687968,5.25345128756722,7.78832243958877,3.4150612548479997,6.08509601277967,7.18828229893842,6.041096122128379,3.2336426983175803,2.71386676206581,3.2645160218683498,5.17894665570246,5.722901085836519,7.845519057296999,7.05927363994359,3.5202676098938595,2.91019975631953,4.34849987719695,4.8209627486692685,6.718365237208508,3.8113279346498703,4.34271831230291,5.17381268299593,7.8069009255887485,7.2325683665985725,4.14321676336719,8.71271418461362,3.52878598774709,4.55882958773057,2.5900624186877,5.793289287493192,2.64340134849438,3.2623521359000294,5.11065635070193,7.611953139949219,7.408169336072249,6.0640845276750985,2.47068302000087,3.8634801309895996,6.83621824850835,7.382904355213928,2.58819917143383,3.0341980265417496,5.55111674868016,6.7974171220012805,3.7212003873789197,5.68151443260141,2.7196343074356197,4.215518048459701,3.406173855536601,4.560823745676379,2.94045520886264,9.034958283738481,10.7351840870632,5.584895641654072,3.0080125837686604,6.61508834638234,4.70420632419627,6.3983792049107695,5.3699636005294415,3.8425568738502003,5.9967988526696505,4.24900200132453,6.1612939484123395,4.8073490916537,6.284118486776428,2.53755741616027,6.11426679647999,2.3613830511525498,8.586664406792929,6.03648694448174,3.4562381346047206,29.0
3.4603653821232303,4.60145976319427,3.92634264049198,5.95393561213776,9.124118414160948,5.38418956484416,8.283489828256009,6.152144820984019,8.52908046809774,5.108982866130519,9.56046543227689,11.152779352616598,6.76232805135144,4.77963599361158,6.49093811080698,5.627980506150499,5.88474539840989,7.6300808716693,7.0119931019634985,2.9374635828030096,2.7540616265039106,4.92982464458955,8.38547531501662,6.38762088551355,3.5429431460434597,2.7040818495881402,7.776701652975942,3.74927617680352,6.87948934821402,9.75471806007884,2.53137811582278,7.47033045562819,6.83263874578144,6.0883179696765195,4.4882083647083615,5.167932397363732,8.19162762205789,4.64750130896258,7.81659377779361,3.88713996568102,6.19741911677727,6.70727293832837,5.92002729302036,3.32326224572599,2.7870296291115295,3.14926906181279,4.987471689194519,5.72793795619102,7.22229844108263,6.427959236726839,3.53127557207172,3.44484001961809,4.97409975697026,4.9689829458243215,7.006220465292691,4.8352202797739805,4.93622293992666,4.654965012436031,7.5939072177644515,7.24258387653322,4.30549097473349,8.54192584224386,3.55128393523723,4.55603098286383,2.17739562140595,5.88023397023063,2.2879321932691203,3.3699316882337005,5.6706065215321795,7.30222051765507,7.133394642899,6.3400562460693495,2.4056350250030296,4.25628827631678,7.28092584541752,7.03856699370258,2.30812364940229,2.6403768133085,5.62923618098647,6.76484667502743,3.86831202264199,5.7245290153663815,2.6344835824638997,4.67250241576759,3.9233891560220804,4.87156162034295,2.87546933459068,8.5916475698857,10.264920599211,4.84309705611022,2.5586726783631204,6.39057345402132,4.30897621745834,6.54725286555336,5.06575163252823,3.9408577851865,5.72503516954115,4.8114641885382685,4.98979843837554,4.94357995924251,6.78730675052922,3.0521790762454106,6.112047305007829,2.38056520493881,8.920090549268929,6.09174468218059,3.72845062285164,34.7
3.5009775811922004,5.4402982684688626,4.464349409210072,6.6668908242240095,9.16774024956685,5.3267541325875,8.58293516210324,6.06838547760383,8.61546908579502,6.1148027649987196,7.411847243161151,11.2756089266499,6.78618816885562,4.70724736106432,5.3581363479017,5.33488578981045,5.72407720157922,7.87932945213496,7.65308009637567,3.0426503771354803,2.70175503155131,5.086267095871,6.49160605650015,5.96562373262013,3.4510117199474704,2.50439050534274,7.98422097554321,3.5924424944086404,6.7956198354200605,9.970402867399187,2.5807977606650696,8.03463280334128,6.81860763178375,4.35689072822575,5.06459760405387,5.357297373644429,8.21170192310149,4.56040885707351,7.529281091489531,3.85865321190018,6.448173404535559,6.809510335740759,5.866495192174032,3.28033284787071,2.69105786581809,3.13134004970631,5.15460701099763,5.85780155721721,5.9119130211739,6.07540582874099,5.77991948028964,3.4006314915962594,5.21735650084236,5.23924215051217,7.06491363503844,4.3857521832613795,4.88109479979055,4.8948315462655705,7.9016368561985395,6.902988252010009,3.94388169209966,8.64472503401636,3.67383683548743,5.069777730000361,2.04780463044042,6.41510206776819,2.53793238438989,3.249343572019741,5.269200837040031,7.66387508500115,7.1471839578564795,6.86827824411303,2.3115793744790696,5.31886260275839,6.5916557802555795,7.3305622370610095,2.2847607009041204,2.79102403871004,5.70202303905813,6.9445867582898195,3.77706436180762,5.49032904605407,2.59742654277642,4.99550724805192,3.5864026868701298,4.53698816642728,2.8370315890615396,8.476854761785589,8.78131486272326,5.962177820350339,2.83952107163881,6.52745996253394,4.532644430723759,6.77542900482982,6.47038198361504,3.90756430940256,5.44957553390786,4.39245349873854,6.72114954746062,4.72988886513624,6.54751260766644,2.5259285182094,5.93484029054942,2.25628816868633,7.879714457825599,6.62993243905112,3.1389011338518196,36.9
3.7306684202232905,4.82602041302598,4.42576394488524,6.30299148700351,8.68334698533157,5.36156109170669,6.00666323768942,6.1423813018231925,7.01889560331831,4.8144411949784,9.41817309039518,10.8801482732611,5.67936498876829,4.7219378392053875,6.39265448919518,5.80724750070257,5.60865399658283,6.3644488875370095,5.02329165121887,3.4090038243615,2.90453435581797,4.81485017780863,8.40103954344834,7.94231085093053,3.58861918129878,2.52465773338139,8.06227151804814,3.5042407509652995,7.0735316794252086,9.77439271615049,2.6058782604906203,7.50173955801147,5.393201657729089,6.51312292194296,4.83029006341175,5.17416801297953,6.795548307336531,5.5190409388915596,8.07279569888965,3.69819158023552,6.327279523578,7.1265194536315,5.68463993724346,3.18906092002473,2.43172016940912,3.35644292698165,5.73469325779922,5.6138466962032,7.802574363622121,7.35989138582973,3.51985261250542,4.185267386480192,5.1013120170612005,4.83089080066912,6.66105888869279,3.567808516028549,4.576729124376652,4.90143049098742,6.585336830912241,7.21362651349177,4.9449401414947,8.435648413810119,3.44842868917698,4.7375634033489415,2.27705862136554,5.972013211599307,2.38868749715325,3.3499583074575097,5.06825645458105,7.42251775813407,7.223100735384308,5.51723615889462,2.27184892940022,4.42202619340545,6.64833946349453,7.241932118497338,2.48048080285592,3.32623778894014,5.174249521851992,6.8329784013194095,3.94096378706841,5.575024525352499,2.8135539693394302,3.99975809496935,3.7912589798071097,4.9546941258493895,2.74316954993371,9.006134001845991,10.201422255102802,4.86838075464144,3.0407199497109803,6.6237324283095305,4.59843990942017,5.9409022381996905,5.0508090185891374,4.301065297158891,5.90404521396704,4.01607478194875,6.19559412138146,4.71916245121187,5.15497853341608,3.4618907906284906,6.073558819019481,2.38926622949793,9.29010148126214,5.92243330326992,4.8315051611835,10.7
4.76303817347641,4.89420037795015,3.99323732885267,6.29762959159991,8.800370496194429,5.53681010533187,7.51887400778378,6.18984488674103,7.695731079788059,4.70004304054453,8.26411730454533,11.3867227226233,5.50006060311143,4.80459109824976,5.54837172793543,5.6266504216593,5.899024732520161,6.69279956882133,6.04439409819754,3.23046349747799,3.05870505606271,5.20999661473457,7.69990459251695,6.98085882597507,3.43957555395882,2.4681535560422203,7.84297206611995,3.73136491903943,7.093731082445589,9.1300985667821,2.72207522399074,6.6967288294444405,6.337395126077241,5.6349129452423075,4.62840935609521,5.15915039683646,6.58698097298133,4.57859855282424,7.96466847501084,4.0762703572073296,6.4307930783086205,7.1233178537404,6.01820923082412,3.26287702886047,2.6415406668222,3.57077057127355,4.90763358790225,6.14735233929263,7.14420342980821,6.5346200252500415,3.47269891610444,3.48172184576774,5.3340242011509815,4.95416716929837,7.06261961339031,3.9935760849526094,4.4510694582994015,5.05527197137417,7.657301906577341,7.14949173544774,4.04828828675176,8.81925846546158,3.54263806960611,4.36600407488339,2.14943771481685,6.089020331850481,2.5058291701319,3.309914586904,5.26494441227188,7.5336404482117105,7.32808694975642,5.83175716868446,2.3162265445582,4.466279627736821,6.726131821009692,7.53987890483404,2.70177130956787,2.9416738361536803,5.6412477494181,6.685806680525709,3.82375053582969,5.5567773655051695,2.72357166727673,3.8548629858483396,4.68598083165795,4.43691651609122,2.86987938000809,9.12455585411735,9.88044402656898,4.92495639895612,2.81999223828771,6.487848290967821,4.48180655719235,6.0551902161864195,5.495140747923252,4.66172712804097,5.847053231226388,4.37852521756221,5.4569807685475995,4.836820752792179,5.71514262087362,3.5488989293744,6.21320616171983,2.20491772998875,8.27765731232578,5.8600937697492395,3.0033924215128396,15.6
3.52539996656666,4.20509385002685,3.80220913977736,5.9208616672868075,8.9738899378118,5.34965232910474,7.67452212863092,6.11390894001418,8.2014998221365,4.61894391077068,7.0627105641523595,11.3556528797666,5.606823395759783,4.773058131567137,5.58340319963018,5.7159071462607685,5.91089018090843,6.8120091976285995,6.072673834669992,3.1601346108368302,2.72384910412256,4.9280159427043495,7.22847441198981,6.89693208748259,3.45495662432294,2.5103817333159397,7.8218341354746785,3.6811898016572897,7.03691477286217,8.59404387248044,2.67793478101819,6.84432249338071,5.32618718152112,5.80186831051914,4.29623453941771,4.95343332740991,6.01402156056511,4.45420390151396,7.77426176910673,3.79800996002249,6.2120905644394,7.144870595392151,5.8082855419972805,3.2385675607135,2.9478925194095,3.1458771826336003,5.07508568557384,5.66906571680856,6.92892467629395,6.553980724100961,3.2947993476685,3.08860781942365,4.54165546207293,4.61275127484008,6.89618927663072,3.7260766964853,4.48000731128296,4.966239467062049,7.87315399259145,7.172234403387951,4.28332942758912,8.74325899989775,3.3480083033725,5.65736642624867,2.25854696146711,5.736837081710429,2.40841160039893,3.1621738906001604,5.11416573087003,7.5510035700446,7.355763912737862,6.01819784256802,2.5318456075488798,3.69859303066026,6.78593742585014,7.320573255331429,2.3499180581214603,3.125090104077509,5.519266968194361,6.86752273522697,4.10448339656945,5.69741840549383,2.7631126519747697,4.5051736470187,3.75270208522648,4.64937959807684,2.9439124988221903,9.32405466494888,9.81366619231511,4.95708814644661,2.69670533694578,6.3049260707995405,4.68310521987257,6.0993454573318395,6.26488485770175,3.64619109248905,5.7371902685053895,4.40667014362724,5.188707188421089,4.65975214904718,5.2928928222064195,3.97527280384307,6.17804956089016,2.4204795095943,7.319510855686129,5.72247331809012,3.51459573993806,22.4
3.911964767455951,4.69074920762292,4.05439756597851,5.82744501462371,9.21160638619557,5.47432063172337,7.080279994394632,5.97119193360638,7.5708942206974195,4.54604345412655,9.906272196410411,11.180412260274801,6.21423565438154,4.8070020590223805,5.82706059070262,5.64895463618328,5.63214479298119,6.62183878520095,6.34626734348667,3.18903330971489,2.85724705538901,4.83997216505516,8.83709333777968,7.99720589255745,3.4817980203167886,2.54317181836123,7.738185070228269,3.61213464111646,6.8796645198206186,9.317938026890321,2.4980117338640095,6.92544862540316,5.1673193732483,6.33624207332224,4.5195746510691395,4.89633599725844,6.618848449860869,5.10001686248762,7.938775224042599,4.259198375029009,5.99704932212676,7.0899430220731,5.9321892373105705,3.2285675088224703,2.5232772377111203,3.55284358395215,5.29017903096373,5.78941181080958,8.816350292965009,6.89553158894684,3.2637256243130297,3.16492992130346,5.2734888091634895,5.11444251434205,6.893872104802281,4.15174306335271,4.65891010693072,4.816611104758019,7.3354708440355,7.18265531069306,3.888347989571181,8.51531354326919,3.50038042969625,4.74816438446502,2.17610308018901,5.605409271470388,2.68365525982806,3.1647190293162297,5.25048640573399,7.34962684331419,7.385269445921769,5.600203913663268,2.29868786253228,3.78370330326896,6.3716605554752395,6.85950875067838,2.32146650588696,2.77131944104173,5.02778823672833,6.7328397279060495,3.803540777344141,5.304293465247639,2.6112307351384803,4.69821984561065,4.4736733634721,4.33422799235269,2.9678042451915,8.9491838867926,9.83601514788374,5.00388204751384,2.62531696763386,6.2757655354749575,4.3724765144716695,6.13731799686328,4.8179243871705895,3.7956845251992406,5.89287270344528,4.79421875288249,5.35680461079046,4.68531880497026,5.65189048263973,3.15046535498926,6.076151680558112,2.2570734826891097,9.36654427020161,5.52775527576782,2.86305717379147,16.7
4.38394413938505,4.45330436954597,3.85109411149068,5.65018866541062,8.91104282644899,5.51192919030491,6.14288895596675,6.367042976838151,7.70945441250582,4.5540576454863615,8.35120735539442,11.126493640083401,5.778296544103347,5.02487973121921,6.27002717858191,5.786773450232331,5.94091053652416,6.404421392873349,4.810206205236018,3.35152377528185,3.09299524987444,4.63253743773998,7.48107049834965,7.055862744027281,3.6453016946134,2.6232185436680697,7.90176786610823,3.53616681793442,6.97246988245004,8.96995818365452,2.62997163127833,6.8759878983665095,5.84654157230705,5.70660826624061,4.42193731996769,4.98309546846118,6.75479718811693,4.8141687463781695,7.922847171338708,3.96959518068093,5.94197977322758,6.910937486298139,5.96346733667204,3.24442746288496,2.44726924455996,3.2714606520739102,4.6530932859845,5.54650833522238,6.06505820855191,6.405849183048919,3.1941892680294597,3.3209585772672097,5.914381551491151,4.4481691685107005,6.83237563656063,4.479425872729821,4.7162894616742905,5.23124732899013,7.22530681323797,7.254566908139651,4.055051568363201,8.59095435081998,3.5237810057025998,4.94938234590995,2.0630264185296,5.4302037720992695,2.46215583537146,3.23757641280722,5.46247312443249,7.31533227146127,7.09971418087844,5.63673768526154,2.35266689088364,3.48547213746154,6.851516424478941,6.67492653800889,2.48388386374342,2.65796709677962,5.7839913797448705,6.6940709969182,3.96213487328871,5.68556351256325,2.66117060124102,4.626938796568799,5.25617045947017,5.226017830564009,2.86782366214925,8.74800135966372,9.944448928820881,4.6885905363807305,2.90715357403343,6.2772419191489,4.4227686988420185,6.4411695408076,6.01611690883197,4.24380817455965,5.9730620301931,3.71841419047048,4.7113622970964,4.701777443094589,4.70383067507976,3.1103069775484102,6.01489622245239,2.33334530852942,8.15006556482047,6.35816151615317,3.2312306926413594,15.3
