FPR3,CEACAM8,MCEMP1,METTL9,FMNL2,ENPP3,FOXO3B,CPT1A,ANKRD22,FOXO3,FRMD3,ACD,IGHV3-23,SKIL,LINC02458,MTHFSD,LAP3P2,SASH1,ABCG1,TSTD1,NCEH1,CXCR5,LOC105374412,SNORD35B,IGHV3-13,SPIB,PDZK1IP1,RAB37,CA1,TRC-GCA15-1,SLC25A37,TFG,GBP4,APOL4,STAT1,NARF,MS4A2,LOC102723409,TRBV5-1,CLEC6A,FADS1,IKZF2,CD163,SNORA24,IL16,MSR1,TPRG1-AS2,MIR548G,UPP1,LOC105377548,IGHM,ZNF98,FAM74A1,LAMTOR4,MIR4325,TRBV11-2,XKR8,LOC107986455,TCTN1,PGRMC2,DBP,CD1C,LAIR2,LOC105376076,IGHV3-20,MIR3926-2,IGHV6-1,ZNF362,EPSTI1,TRAJ58,IGLV2-33,HSPB1P2,LINC01479,LOC105370524,IGKV4-1,IGLV2-23,ITM2C,LCN2,ZSWIM1,TRAJ56,SUCNR1,WDR11-AS1,LOC101060152,SLC1A3,EBF1,PLEKHF1,FCER1A,FAM124B,SHMT1P1,KARS,MIR4449,IGHV3-72,LINC01068,TMEM97P2,LOC112268030,C11orf80,SLC25A15P5,B3GALNT2,IGHV1-58,C1QTNF3,MICALCL,ZNF623,C15orf61,MID1IP1,NR1H4,FUZ,LOC105369381,SampleID
4.4794181102321,6.369956376433637,7.8559496572335705,9.0417482381724,4.02049204628619,2.76786749724845,6.50001716158476,6.85529216863364,4.53299369803796,8.55342737533281,4.28896971658949,6.8254484698849,8.068824225950541,5.44351993027977,3.40372162865201,5.90260813371471,5.99599355522234,4.937829170194661,5.68993341892738,5.94608026768532,4.80682174479461,6.10837276472885,5.35495904295073,4.9824563493598895,4.71648474624714,5.4064524229145885,9.787246688556321,7.097094990409019,12.2036267181001,2.45198078310114,11.5661323357131,6.7244207119662205,6.85427123387806,3.9551988972542103,8.84112953198636,8.098767688616071,3.4924119561928397,3.249886420905069,6.16813790376192,4.03756908800801,6.13586199747,5.9163310833699105,5.257973362997482,7.44956293011576,6.60919559024534,3.8166219873995297,3.995095454124741,2.25941767183537,6.73065817126791,2.95384850363771,8.334617989439401,5.65958102619805,5.491558316662941,6.35125813171803,3.03243175161396,5.474596827784362,7.31750685335827,3.4881202062845804,4.61449778609434,5.8121663195322295,6.200053214686309,4.98014406962452,6.115605398956442,2.6923767854453904,4.74802007880597,4.21742214515387,6.74955111636451,7.054112919146731,6.35133121412373,6.4543006746449505,4.06384685271632,8.75199528134191,2.59777663866519,2.43914328663252,5.48033818464016,6.916047326982548,6.780935065792919,7.94603887656429,7.47338580602849,3.258154145506,3.21817644606241,3.38004449065513,2.25357963997444,3.72220315639402,5.09784738177512,7.9289910670518,4.85128590036628,3.7214489024207,3.09450151092095,7.54062819419272,9.46167594571101,3.33324014664904,2.64044247176354,4.77392287970717,3.21608974993306,5.59290595693219,3.0318468040720403,5.0159299054584405,6.44875026839893,4.2049882794016895,6.74269236953534,5.484597803017079,2.9684715095706404,6.79732710677935,2.59977139727427,7.003669119576871,3.7009445762129904,Tarca_003_P1A03
4.60895430616342,7.05433786596673,7.94695786495458,9.01752412437244,4.03397356888011,2.81588773684612,6.01727378161271,7.14590713139915,4.92847156441529,8.64632590121943,4.88124565999796,6.85240384357075,9.69147309800977,5.40643513444749,3.02909481876085,5.87572726158997,5.9136220771614685,5.02513504178401,6.0178292521935495,6.248803484331441,5.10845366865005,6.605026529714251,5.15876112868897,5.01504125810618,5.53552105678804,5.80276338463083,9.54055568967209,7.1060448441815485,12.1824385660181,3.29326378361158,11.514629129475999,7.020843745122888,7.418277835054308,3.89917471020902,9.23746248069607,7.957635761744338,3.67338991279656,3.2279802947167004,5.8036616494525815,4.55768275392247,5.9853347389223,5.61009787127928,5.3502291262041375,7.69532193952947,6.750784219770499,3.9379039238903903,4.1732435705015885,1.98671570351159,6.830192448436391,2.9520789713121003,9.946206012646499,5.57166686972195,5.479061536883742,6.47023868339443,2.7288053599494,5.90524542207216,7.50022571758808,2.87916715261731,4.87386391524497,5.90176189203689,6.176464922430951,4.9912131176472005,6.53741432257836,2.4691867527241698,4.93815955389035,3.92108322632126,7.00426136856683,6.9916042894776,7.07586181689881,5.98448141130979,4.09901886525775,8.96597264580321,2.5802134093780498,2.35047641679462,6.52784571098472,7.1195297264583886,6.70779787321072,8.44933171122169,7.47642349453285,3.1184356511185896,3.1117644787827796,3.1436406236626397,2.29266737571597,3.6016221960595898,5.4837457521904005,7.91744602146216,4.7897221246200985,3.77043384775491,3.49743598793837,7.621242264434531,9.75271204993217,3.897510598234641,2.8692467030364597,3.7257726036050403,3.89443428759067,5.79676238781106,2.48982237543238,4.940944773894549,6.67741277676905,4.18208031658357,6.6316618924095785,5.50624270883716,3.00009199354072,6.95446666618681,2.55029444506661,7.01957241000453,3.20357469130338,Tarca_006_P1A06
4.14760025550422,5.444459454011461,8.201513029712,9.01279402628194,3.96371817310196,2.83395537656058,5.576294494506692,6.35781829114476,4.3855472889178,8.18980995192575,4.35266223497783,6.945650657093822,8.933087772245539,5.43763619832821,3.34551781735416,5.71650780654251,5.6631504732738795,5.01992276412535,6.0261681711039685,6.16195963332707,4.867066224553732,6.1598151985255,5.654315223298202,5.08172595743552,4.69604643560516,5.759818027114309,9.5408818192584,7.19408016273584,11.688789930146804,3.05826365834046,11.3255816995453,6.7503313373967675,6.95149929311227,3.95434086677056,8.78798610030091,8.02484226279669,3.64168606750417,3.3564857698472204,5.743908512205371,4.48861475585779,5.8520802811592985,5.784298334084692,5.35305596555298,7.81084819358942,6.85730645552544,3.7622605491120202,3.94754759256037,2.14237859959323,6.78713767680763,2.9624522074188704,8.871658297572301,5.5634574157647085,5.40410058601879,6.65220343477872,3.0668748920363997,6.5014668630307995,7.59716261375004,3.6742697054908198,4.69641894972406,5.830971777628831,6.103389376742821,5.04953796250708,6.2124954394244805,2.6186011961286404,3.6265578298567003,3.98986258980156,6.8965025967874,7.023649954483807,6.3301856337034,6.49907588799695,4.02052340728832,8.55207964216915,2.67850803826104,2.30230228092907,5.847934502640129,7.65694386624586,6.93533767685071,6.93926193561936,7.4996141094410005,2.46452196021234,2.62125200789894,3.2829512704916697,2.43340073137458,3.64372979106013,5.12546008091228,7.907361835715308,4.7854880128704815,3.85819365275819,3.39887911761819,7.45796520529415,9.399013870995919,3.74754728758031,2.54604699083429,5.20573318730371,3.4949171610385297,5.5173762154515895,3.29185871326373,4.9533253729564,6.52070867238657,4.0019965614724,6.353920934704031,5.53995787506601,2.93069208120146,7.0655715540127195,2.60974551731813,7.01514453539118,3.5412651943062903,Tarca_011_P1A11
4.35021016269988,8.771085503982,7.95767575594555,10.4728658507849,4.02436283015978,2.8115063614029903,6.646134974288829,6.48584098692057,5.4376937531545995,8.68320847551291,4.77222520625318,6.8518221959098105,8.93529537730789,6.21147588682412,3.29650591809682,5.733071497919049,6.19521629731612,5.01954152577698,5.67174417983961,6.24882755587082,5.270111497504018,6.17669617298924,5.45179500987524,5.19279501243472,4.9846956171614405,5.6980980946957605,8.24629578082941,7.2836933336520495,12.0870337682315,2.5499522719411605,11.4230000972266,6.964512867205981,7.450407452011268,4.1550612524196895,9.61609448468114,8.07202190249007,3.6739743602369295,3.16805756320951,6.6109500624958875,4.6337157534039015,6.056768453697388,5.9064468619494805,5.7139435825474,8.24253389139308,6.68210582907813,4.28097009944983,3.6498274886626603,2.2388797449363103,6.73149557269056,2.95756565747839,8.97196106821859,5.96762775173133,3.8661174386091397,6.371434760447,2.93459446058379,5.524471111536268,7.28749928952134,2.63560961401346,4.69594375394379,5.87745686769127,6.40735223761827,5.49831584342737,6.14146342711271,2.8567264474916603,4.7223891230981785,3.75747058215771,6.50771754805126,6.97399464417609,7.75080522545467,7.14796889347811,3.8726039506734002,7.99489853240134,2.6421685850826697,2.33737963566635,6.2236183564346526,7.55249425543988,6.79747165147195,9.593186027000133,7.6599054916009495,2.43771200909451,4.24335695705667,2.88662647646508,2.2933814552739302,3.64484703617418,5.22427033230579,7.89764714760091,4.9687349917234815,4.027127096895,3.0423826907394,7.79889850011304,9.01923914075923,3.42974378979841,3.0243732322548103,4.58182729648159,3.95763445380916,5.58518252469481,3.08004823857752,4.98713411337079,6.11245978470341,4.13099443707067,6.534788495789161,5.5234106929488895,3.08341659212578,6.81481186250847,2.59441689839936,6.89370569646806,3.37626226683292,Tarca_012_P1A12
4.11950907901514,6.8268174263928625,8.28935283182486,9.080546235052813,3.93580159616959,2.79937316953472,6.1092454942617,6.73158519887975,5.03988554647624,8.27164485763086,4.3996164249173795,6.69384311870654,7.79863025039693,5.83008264373552,3.38438304617948,5.91209011239432,5.9974426222786,4.81959221618002,5.65132450108471,6.00172733519049,4.74976587003658,6.0168117474103,5.37722913564031,5.432802382396848,4.281204879920439,5.76955835918529,9.662449707902473,7.156056833098179,11.9458489106531,2.80031859169065,11.507001181526801,6.838952558512419,6.91686677992289,3.9909622336444404,8.971584895990269,8.10522029703952,3.80757356968277,3.15274913006739,6.452073331541362,3.9795548293504304,6.048718965156031,5.960508927230363,5.221654169684442,8.14671436857472,6.5915562233487925,3.67158053825436,3.9560024458893697,2.15834256860877,6.719498537126911,2.62031775733083,8.14861635692538,5.9497565270924815,5.77268165670525,6.4843941465146795,3.0804379797707404,5.91620150350142,7.224560975600831,2.90152043398682,4.629219332745151,5.86987991657348,6.11373960306252,4.80219656327774,6.164278193168429,2.4150849207567098,5.3040213732750985,3.9918226007624704,6.796674434304429,6.92742145824067,6.323990537141711,6.8908015366062925,4.19475784807433,8.73630736091478,2.4966129003233104,2.60562792390885,6.61239973523535,6.7428712194869895,6.78846865185297,8.21763678952241,7.5466196330785,3.43172730768141,3.26431247946885,3.2576963189348103,2.43903814503404,3.54171319900829,4.91077821325822,7.8639137499305,5.2651656220940595,3.6100819303365,3.5869582981741805,7.46002724969087,9.54194173472051,3.18116741094638,2.4824142669857996,4.1534379418576,3.4293666599382595,5.549019711362631,2.6074729918158397,4.89511052122512,6.000921920895443,4.199168588171991,6.438512428423059,5.52900158846082,3.2811037050405,6.86194785684255,2.6022537180885403,7.011020460043089,3.6002091279472404,Tarca_015_P1B03
5.166502962621982,6.80232937697551,8.083026618589999,9.124213160555279,4.093793181326101,2.8375638560777996,6.1178986232450905,6.55643251594206,4.88046776997401,8.31059388817401,4.282738306489319,6.838969544882821,8.683994736324461,5.83504781889988,3.2355318503392,5.8870211254354405,5.99188718615749,4.9934441022435,6.081496797896088,6.10343719674774,4.82645759909454,5.94022807170961,4.58497367068601,4.80869911253879,5.01920617771822,5.639983839878888,10.0635249295609,7.128450970965298,12.198846690197898,2.81016195961721,11.3140220780217,6.95632038565826,6.82034814039318,3.8535756321856804,8.69152998172901,7.999523487735733,3.72315062828337,3.07748272316728,6.47773227494521,4.582664115432481,6.051164352683751,5.88771380192881,5.34260584054896,7.40473536268312,6.70094403605582,3.9215705553553097,4.16731992958404,2.03124814902614,6.722536737194622,2.91078488680628,8.09753597455256,5.630683292689789,4.17294747522159,6.393825135775031,3.20030973544074,5.5494937344515805,7.42041682619984,2.7984184874739997,4.773909170573691,5.9009657660222326,6.436819159112389,5.449183325012551,6.07511985138168,2.71437573531637,4.8030652175841775,3.85502221983077,7.0417944653149815,6.93552263360852,7.17914189453098,6.71646069491788,4.0866029556678996,8.65816136667426,2.7456920494743198,2.81619476440579,6.791424365795032,7.592758395053611,6.98398777724349,7.99597742947241,7.65370721805613,3.90704742384212,4.18213604690578,3.3076092889112596,3.4179880536166602,3.4879335625692898,5.102633330056539,7.790155570464902,5.22629147015475,3.8773463262610495,3.2753712777682598,7.60257209539354,9.35295189715934,3.52740546456749,2.6714938767136602,4.607335271980911,3.73738932141881,5.50771134338817,2.3610631833669102,5.20271140802469,6.295132096930717,4.13876211351457,6.0972081476047375,5.560028593309902,3.32015956599564,7.0215245764534995,2.74257517400069,7.1339871988431796,3.26147845580393,Tarca_016_P1B04
4.60822553387688,7.038555689032941,8.0071341659967,9.235047419886731,4.01064615721656,2.8680482499779303,6.482248014467441,6.5780337923931205,4.95386077760217,8.56074059807854,4.68238677054718,6.8792576806597605,9.63915682625891,5.458755404533651,3.3617946730790496,5.9092396063987325,6.10000956175435,5.185316514003911,5.86286305214998,6.008112967177089,5.2760232379620895,6.48255740131023,5.440631682485432,5.11425655528463,5.31209049646072,6.0038140517741,9.19076115745246,6.79190160742118,12.369983679605598,3.2520577702658997,11.354468717804899,6.86146010612674,6.974608774227001,4.17488453935826,8.990797626203301,7.92964805931872,3.71413725671738,3.1727392275520403,5.4774236123892495,4.82394769247151,6.093699489423113,5.5878792637969195,5.476952606420291,7.632630850850508,6.52906309402248,4.06010316864571,4.2184973047706,2.24100440094638,6.71490398750131,2.8960747266208,9.46665818146055,5.582578962392019,5.81548829372184,6.38513263674013,3.1960579278839805,5.63284325872365,7.362832358946282,2.33279990425233,4.92218907585186,5.8512637167081705,6.25917727898607,5.1668718184273,6.43202839339754,2.57202436283769,5.20160432254877,4.3984692707169,6.95992037980249,7.02369182753175,7.00660086067319,6.43945378510326,4.47357141571279,9.45692515399485,2.8221528850459303,2.44501159501801,7.761311822675363,7.31583432199181,6.872221658217192,8.56687497003917,7.29136487226447,2.54949537823502,3.02653688199306,3.1517488424958504,2.32016748842954,3.7843139046039,5.35633510079358,7.936954348732389,4.72188670672575,3.59134941877047,3.63223547956355,7.48686068492398,9.781144372715199,3.82553581354083,2.53342420162238,4.49899640097023,3.62614121893715,5.8251979180966105,3.3903595555074797,5.105216737134049,6.887671059524091,4.24581328587331,6.63874341811638,5.543989863413942,3.3252980421947003,6.820292579613731,2.6946183871424,7.09894866699038,3.937202889602432,Tarca_018_P1B06
4.13320563932106,6.6376713621948005,8.004485495040731,8.87234400921186,3.93777314677418,2.60525023668467,5.724850181731711,6.3930823007128215,4.98223393322814,8.019671717693619,4.65959350591557,6.8824679634772,9.031538804974929,5.6629638270050995,3.35070424578308,5.88959128190189,6.0494815066852,4.91468105777626,5.84925566649318,6.33939530712122,4.7146339037184415,5.94973936883569,5.391774277933849,5.32259367199417,4.7639422172510395,5.63291077418548,8.78446713577261,7.11078460048624,11.532142862992401,3.16410800749137,11.1910450073035,6.80078100131558,7.7087007627899,3.9260035588336897,9.69376916154244,7.95207709869549,3.33491456177118,3.4753272978883203,6.325242350515111,5.03529383167999,5.8314417816107,5.9934232027564,5.47485224078135,7.736119589033509,6.95508028214216,3.8610543515777414,3.9559796979873902,2.08497986405056,6.78887061582666,2.7197271502549905,8.99429847335,5.5194136857082805,5.07798415132668,6.41725899961076,2.99589565354384,6.36966356906999,7.52048950527811,2.93348674906317,4.7620503460484604,5.76660606174434,6.33683813191542,5.11481885575386,6.05009161776568,2.29252042728139,3.9125852228706,3.92234163927491,6.81689751574311,6.982936878171929,7.03807442090044,6.632215519979018,3.9467462832371,8.01222360498023,2.4392489215079,2.33084528807139,6.15320109832114,7.497388942284171,6.874164030875679,7.66044886604398,7.47526986001889,3.5463260663594003,2.7702406631222303,2.9743582636929102,1.87227456850523,3.55422999285025,5.128872257711991,7.83200520405331,4.675921676472769,3.53531827219621,3.34895265077514,7.75313609487095,9.0271460682235,3.6125256022326404,2.57191258882741,3.6003266676914603,3.6276129137267596,5.526237042291,2.8296956651933503,5.02092961971809,6.523089356055219,3.98774300832127,6.1484996486508,5.44971911839971,2.94144728193317,6.94771157924757,2.4462978571865,6.7290122269847785,3.27082471249386,Tarca_023_P1B11
4.57411932730749,8.5872076749581,8.12313551373205,9.986631627349787,4.08626411755364,2.8690708596002104,6.52693186893358,6.5848845079082405,5.51492998734059,8.462970505268,4.69336180352371,6.72733893267186,8.32343732367753,6.72072661229748,3.60408842132989,5.85429875798968,5.949320614293129,4.98361553007632,5.55011340786641,6.26047696867548,5.13735938130893,5.97971635382038,5.24118674872145,5.301143885717839,4.583560861234321,5.862506932729112,8.15089168598686,7.12432626180886,11.930006503853095,2.8556774355818795,11.5235926383756,6.91352554398305,7.570898359724881,3.9624385421133796,9.61335726861263,8.04322537051898,3.76281165481932,3.2333655204477596,6.3011109118579816,4.1772635368883195,6.07002287718966,5.92116271567331,5.432610111838581,8.04814294525602,6.69485816383015,4.13651451653154,3.86163017503987,2.25039052546513,6.824257764725,2.7634724232981602,8.74224638551312,5.764069846174259,4.842962105142651,6.386151834627402,3.0816421529715896,5.78780826343128,7.32161087959234,3.0045540552002903,4.75836279482793,5.8898935358276105,5.99780926441018,5.3611175190704605,6.06717599812863,2.5443609697285403,4.3446635164236405,3.81548463705019,6.90462830399041,6.88004287833141,7.63399752683733,6.8043050915890895,4.06727795460312,7.62060002438454,2.60784077360581,2.5640954168461,6.19163243432706,7.15150931265414,6.878935406687219,9.38870232652233,7.49890550811438,2.48119865159932,3.78964918212989,3.0153598657144203,2.14481459969971,3.58756161942609,5.2475583152413305,7.819736721216557,5.228062099843889,3.48650499544043,3.0628672751012997,7.721637693388621,9.405026472751269,3.3006888677725397,2.77833314076603,4.53367221465777,3.68844707425868,5.5006655193238485,3.40816435765873,4.906221012121558,6.58139219831426,4.353283050441752,6.47250610265435,5.4711487019025,3.28475429261774,6.7391740227582595,2.46713182802863,6.871552483517702,3.50526801437658,Tarca_024_P1B12
4.32935597880952,7.25578611156587,8.10011668565011,9.00147824088111,3.99594656865445,2.6936331154946296,6.24465022650174,6.93077659573435,4.63909210289183,8.57883757786754,4.6082534274074405,6.89375939548087,9.95275951657956,5.53316684090647,3.4146113513018195,5.80683927313834,5.92304552050848,5.170644190870309,5.902474565992218,5.92485114456264,4.7257748856569695,6.20612194072161,5.49963468194364,4.79125844644289,5.6791712184191,5.73965286090953,9.44264573893484,7.07913201424001,12.2328455111326,3.52285392214617,11.5301495857255,6.83320276645236,7.14981505371726,3.831425966144721,9.04874016587657,8.143826302997741,3.55401572646595,3.14653825015482,6.103299073466671,4.08596952336628,6.07597077939157,5.89653174865585,5.38790387423283,6.9546608799844085,6.64663719226591,3.77045902059627,4.03056157136331,2.16551866458647,6.53856432959916,2.8580616055750494,10.2857663979833,5.51799034345623,5.21368972652446,6.457653309490008,3.08127351085908,5.0717676050368095,7.40975335492806,3.03304123144736,4.6684885871626784,5.83136466383105,6.12690253867405,5.1226825086345,6.0286831591374,2.3105344392667995,5.07898030395209,3.5455209470613096,7.19874219033728,7.08036357548981,6.9719085663503595,6.3473497734024695,3.9432963876913,8.80142081402486,2.47484485534693,2.4366084188784702,6.9262224567064425,7.89051992928252,7.172999685997517,8.5334188694138,7.5458859910901,2.96518621016538,3.11588676545421,3.0611198060479303,2.19944972423777,3.65165483207159,5.0025557491018615,7.92451773207987,4.585897548870459,3.56630261237952,2.94357111486413,7.590648972081309,9.72087577453012,3.4698531508561,2.3638077680435097,4.61690944488807,3.3176531945133103,5.58712492184201,2.9940794511173303,4.97610968444598,6.4792431170372105,4.11542015147346,6.828002042280557,5.53208841047096,2.8267090842058997,6.949064902491631,2.55440785667377,6.9710951462973,3.62503576572976,Tarca_027_P1C03
