FPR3,CEACAM8,MCEMP1,METTL9,FMNL2,ENPP3,FOXO3B,CPT1A,ANKRD22,FOXO3,FRMD3,ACD,IGHV3-23,SKIL,LINC02458,MTHFSD,LAP3P2,SASH1,ABCG1,TSTD1,NCEH1,CXCR5,LOC105374412,SNORD35B,IGHV3-13,SPIB,PDZK1IP1,RAB37,CA1,TRC-GCA15-1,SLC25A37,TFG,GBP4,APOL4,STAT1,NARF,MS4A2,LOC102723409,TRBV5-1,CLEC6A,FADS1,IKZF2,CD163,SNORA24,IL16,MSR1,TPRG1-AS2,MIR548G,UPP1,LOC105377548,IGHM,ZNF98,FAM74A1,LAMTOR4,MIR4325,TRBV11-2,XKR8,LOC107986455,TCTN1,PGRMC2,DBP,CD1C,LAIR2,LOC105376076,IGHV3-20,MIR3926-2,IGHV6-1,ZNF362,EPSTI1,TRAJ58,IGLV2-33,HSPB1P2,LINC01479,LOC105370524,IGKV4-1,IGLV2-23,ITM2C,LCN2,ZSWIM1,TRAJ56,SUCNR1,WDR11-AS1,LOC101060152,SLC1A3,EBF1,PLEKHF1,FCER1A,FAM124B,SHMT1P1,KARS,MIR4449,IGHV3-72,LINC01068,TMEM97P2,LOC112268030,C11orf80,SLC25A15P5,B3GALNT2,IGHV1-58,C1QTNF3,MICALCL,ZNF623,C15orf61,MID1IP1,NR1H4,FUZ,LOC105369381,GA
4.4051387994613,4.63675644775387,7.32638688082603,8.82827781926858,3.82427914040994,3.15951720394723,5.2575383751294495,7.00761640052469,4.33929093478746,7.7278802646474505,4.368715905172221,6.986447734239532,9.05733300046759,5.69388497589868,3.5179173953157097,5.90024710597398,5.59244633031824,4.62635138576375,6.42859981752121,6.263107909880789,4.72670675848636,6.60710556786575,4.7783286559038896,5.56983851987808,4.821382614362019,5.8498069707885,8.865651626861869,7.2193452179351905,9.99112506486,3.0096116653504503,11.1789541130707,6.83523210914231,6.56890986049459,3.7995263681714304,8.877618850947462,8.06647329709451,4.14133382734337,3.23730370282929,6.94879411749217,3.9514214835827297,5.86746940635445,5.86490339826522,5.47214859716735,7.53996785495281,6.92177523575112,3.47553473129709,4.01565444755817,2.1979993735749,6.7170713386413885,2.9751346457547796,9.45211539130391,5.958924996786232,4.74520210505988,6.36713509954619,3.17853505954014,6.07859360497036,7.36578405182104,2.4514109503738504,5.14753097863101,5.94070957814811,6.28360068169285,5.231226423964539,6.2362908776026496,2.7703686603724402,5.54549247070132,3.7171761847399103,6.9417713156811285,7.04784482258841,6.290869446092921,7.2715447573354295,3.76642688295617,7.55202464413334,2.8312867317038197,2.52360681325948,5.8032673885362325,8.157828449736401,6.893115280784483,5.92264396200243,7.46123975189115,4.527825972064799,3.04767195713764,3.6130675815403395,2.12173342109198,3.60438422953406,5.55290319622183,7.74479593908891,5.11379224588165,3.59290731301281,3.0040935632362,7.34424726710639,8.37030065003289,2.53355890973803,3.0366950972183697,4.2333819498320695,3.51591380721314,5.773598912253702,3.9083936625937996,5.0396976037294285,6.05551279735891,4.12534447372638,6.10919140274603,5.619572804346371,3.1321917284974803,6.75753564110228,2.5494779942938997,6.972915472899048,3.3089511378529304,11.0
4.8782538837884015,5.02121262283274,8.033351324369349,8.94709109404073,4.16555319067865,2.67518359663637,6.36746400770223,7.1372781670375725,5.41144214261454,8.423525001165679,4.753256739028799,6.8889852251454124,9.305790469466189,6.068255237431767,3.17116140641021,5.88430423110258,6.68888293665138,4.89933453705458,5.923750603090251,6.21845519864185,4.91923825191033,5.75649040670875,5.26978748854323,5.26932904022458,4.4369070754823605,5.36889524080191,9.37948538194772,6.92715693809346,11.711331109523899,3.34052610850475,11.368988988802302,6.8872985256046295,8.330548028559459,3.82366624235559,9.77512401856367,7.896410943999139,3.56843537697083,3.10168583570927,6.487533535720153,4.68604907125381,5.972515383832741,6.68835225688352,5.722248934537951,7.66961433187415,6.641879032816418,4.6742895528040895,3.78650836410307,2.09354016357132,6.87680191497216,2.8356135093000696,8.37975707280689,5.625131185102731,3.974666200905,6.27505581889331,2.79857837907695,5.8704432089807,7.07062413162516,2.7379707366397597,4.57101335543664,5.902578878235,6.218016048143211,4.9343311862835595,6.31100204704714,2.29854012081633,5.38580241363315,3.74468333112958,6.5827167159975195,6.91637214894884,8.49611569514282,6.946374340645701,3.7904441337951402,8.14098943855723,2.43054202607412,2.2772854898232002,7.1910798861854826,7.64378897813737,6.61898829565364,6.53325547061355,7.305869274222551,3.16592774268054,3.62929939143462,2.9458236319432096,2.62373508702579,3.5014817080870486,4.92663522701291,7.8998786576093,4.76181219543436,3.33105226069243,2.91993503517372,7.85676536882172,9.09488341720467,3.2012187062724196,2.5025749508938904,4.455996979218329,3.3960218503335398,5.50997760442073,2.9043008207262497,4.826254929954518,6.3332013224957695,4.03018875034302,6.43031259997082,5.423659699351799,3.1223043229897005,6.891227698185331,2.47750606829205,6.7273547000770995,3.28310055657556,32.6
4.39610300238237,6.80506801475018,7.57656362927306,8.80453733458,4.101061630838189,2.82373244788989,5.97568365068817,7.371340039936451,4.60014330151434,8.39649824571571,4.4078528010123215,6.96335027275072,8.91919772439183,5.3880192623024215,3.35233922829863,5.872395257649879,5.903351949726599,5.00110919976446,6.044667370411661,6.207867059056281,4.9309170167453225,6.1546444017334405,4.7691085842049015,5.32785294705565,4.7672393739515,5.646029662031928,9.33941718976183,7.44885259725432,11.577021028594999,3.3326122319342297,11.534446368776699,6.90899870689699,6.97959473808797,3.80076507238233,9.214447876908775,8.12849885941639,3.3918579044317,3.1274706086468305,6.5335344313288,3.89372435438847,6.21048548021371,5.75052029089185,5.390260637232361,7.480740511451041,6.82313121333423,3.70960824181341,3.93762701190023,2.1725959254239497,6.91417380680379,2.7592189899481703,8.80025527145594,5.513169463737731,5.77081682855891,6.51134262793867,2.99796548637179,6.10940298531966,7.425395707463863,2.82689412776353,4.70760769992275,5.82377484730047,6.2671510678206905,5.1259709148049994,6.16588073522413,2.4663475406097795,4.00997148173473,3.8072617833335096,6.770932173754178,7.10040710216777,7.39513046410627,6.778555083810309,4.34776060855283,8.7576766196705,2.57131011026498,2.30082317072889,6.769586169900639,7.9346691998636105,6.90516669468103,8.01234214740419,7.43966007682348,3.5218584810482203,3.26681147401814,3.34209034868159,2.043989587404,3.56957163292346,5.152756417491241,7.95442356431749,4.60039269027388,3.50890598686953,3.1485775819482402,7.614616196244861,9.62756464821159,3.0961297925210296,2.85241933134063,4.24759161228019,3.3135081061393796,5.42847907308184,3.4261671209522904,5.03178412034279,6.655321803808169,4.138523431220721,6.26236487687116,5.53465948204451,2.9543581674741204,7.06361534171028,2.6084740910051,6.95092871635807,3.36682731849873,30.6
4.32378809449651,8.271034569814969,8.54157102000239,9.0201436116652,4.058207675149951,2.9040481777643903,5.55683857703483,6.44134844478108,5.14480863251313,8.011187156212031,4.5556998139749805,6.75844750258541,9.963909605172061,5.5080094304158305,3.26938185479806,5.933940122160139,6.31499580714379,5.09009549146613,6.412359050662402,6.3633679922937,4.780403935706231,5.9703066637834405,5.25712546792571,4.9871211675275,5.4984769034807695,5.80493381363054,9.12429400752689,7.37653811142383,11.311049890169402,2.60802867592703,11.350041039003,6.854593012418151,6.947144805523009,3.8696018109998302,9.32422613944269,8.261817591548441,4.09952563726359,3.4787867121877003,5.528593569107291,5.223493988196768,6.1818700393495085,5.698223479551507,5.97867112840114,8.29372832679647,6.9356679781807005,4.21128602506114,3.91001216272631,2.17262025244084,7.331666293919411,2.94721010803415,9.09482636012627,5.78661543012437,5.13781016100571,6.70058224952296,3.2889499057942797,5.82659220437361,7.46136898053897,3.44901057149592,4.75438855292737,5.8031035662988195,5.89659556018214,5.0332918237704005,6.39485606616171,2.42055692010662,4.6357882035007805,3.94233655294581,7.161984919488701,7.08160393450901,7.6679849100753,6.2106654998368205,4.29417842005096,8.397514627847531,2.6006517953492203,2.55685242244372,7.40836350840375,8.134906814802951,6.9706787087658295,8.93110359284012,7.39252359174882,2.05128212253552,3.3812124214037995,3.18475744922674,2.4833445209232203,3.9060354298525,5.029165332272711,7.79495046311782,5.02504825356214,3.90099997316671,3.5741134492562803,7.4441201347441694,9.263157902953768,3.7365167364599197,2.6231265728345297,4.62515612904066,3.25149376581836,5.46802914024819,2.8383211142139397,5.2818663954243625,6.47146386894104,3.9985454900157595,6.20003225097081,5.510381354339138,2.87577221425561,7.1317023461953495,2.56702876614391,7.01167438413584,3.69100588437342,26.1
4.18089825409717,7.502697822465639,7.58169328879535,9.294482927448527,3.8625522191564796,2.7881349907983703,5.80861979930743,6.92029669688551,4.83136528787521,8.33604950703066,4.45081908442843,6.8947982516739215,8.870392586015509,5.52850932503859,3.31615059266535,5.69890688117921,5.89183523992139,5.02981068696217,5.75478886853102,6.1858125401751,4.7355145124164,6.513269479669501,4.9311302494459905,5.2481062602654,4.26038743919317,5.80229309273746,9.07401342968135,7.070642012076241,12.159616420794402,2.82290823396887,11.402186471826699,7.05351766503001,6.9150870677216,3.8764749924721302,9.059797987170581,8.13033269071358,3.57398831726407,3.1344587756579,6.75291104134357,4.616618355472808,5.91782280892866,5.83497673848874,5.09139220936253,7.461138477430731,6.8292685729151925,3.6786704935639,3.90826783960526,2.23254118611668,6.96052825099774,2.91581680229757,9.44303334173602,5.90197021558187,5.70510524017324,6.39474071789045,2.969453129414509,6.08401614033586,7.31086095733531,2.9570770836321003,4.8560943731825,5.84842009864073,6.09988390321791,4.8774530033353205,6.0534431024855175,2.47518697987219,4.84363546181629,4.16097024206469,7.00787902691617,7.044088473875671,6.6332204585635175,7.161823052437391,3.9322570078795898,8.24984923089359,2.72760287957267,2.40609070465102,5.87816805438882,7.55920028455418,6.79026549091757,8.881146012179519,7.40612067790694,2.45534564664134,3.02028375734497,3.1784694535308904,2.49335137824677,3.60339208005583,5.22624133684564,7.91267950443714,4.51951103613465,3.7693669311995697,3.33890396275338,7.75806103589172,9.4636757620766,3.00412239864612,2.6870712372594303,3.8811028777777796,3.38167489197954,5.62717232274095,2.86071123286889,5.0292916730309996,6.81564983580734,4.159322920045939,6.111873381427291,5.597896092450192,3.0793888756852903,6.951031393960951,2.56738873214166,6.967614675438111,3.4445889549561697,22.6
4.45330436954597,4.810206205236018,7.70945441250582,8.91104282644899,3.85109411149068,3.09299524987444,5.311777381347009,7.19892191410375,4.5540576454863615,7.6581130552898005,4.42193731996769,6.86835746457868,8.33069144922012,5.778296544103347,3.57774830914837,5.9763474920866395,5.65018866541062,4.6530932859845,6.1295770277941,6.367042976838151,4.63253743773998,6.41144972702458,4.6885905363807305,5.2757739121553096,4.244410279760049,5.786773450232331,9.00892787300002,7.254566908139651,9.835163619689801,3.02589852958788,11.126493640083401,6.93873384397169,6.8759878983665095,3.78336225575695,8.96995818365452,8.05400455184296,4.38394413938505,3.2165849109217404,7.202741776425638,3.71841419047048,5.81814782979715,5.770482427410999,5.27636116256825,8.00118865350197,7.089499746328268,3.48547213746154,3.75809762478211,2.3475785981157697,6.83237563656063,2.7861984849253396,9.25636762095805,5.97091989639613,5.026937491059661,6.33917788179192,3.0037370443349505,6.4611933426512875,7.45395360944584,2.9172448485956504,5.02487973121921,5.850733728052338,6.34870214055673,5.1128314806089294,6.08737300674075,2.46215583537146,5.2519047611286105,3.98341182538272,6.429580977973733,6.989879163918822,6.32839720657536,6.851516424478941,3.9635504262222003,7.64541292262906,2.54060685220356,2.52341233426037,5.89653487916078,7.91190076423983,6.8770569284322205,6.14288895596675,7.358619523702941,3.62575717584571,3.1881934398813496,3.35152377528185,2.3686382705767404,3.49996654742813,5.2734457495763305,7.918975178683,5.914381551491151,3.41919248555462,3.04845784085993,7.563956059597349,8.96380414593426,3.25592894325507,2.7860188881667995,5.42560287467816,3.4387196007448,5.73979923025053,3.6613929909427596,5.154444036226501,6.405849183048919,4.35205035485289,5.8231605359695395,5.53770143737747,3.3226767991527004,6.910937486298139,2.4541194333528997,6.93445777193445,3.40256973875091,15.3
4.87156163290044,6.57238647133731,8.1088411446599,8.86273964459585,4.17441892289126,2.7852383317386202,5.58081312149711,7.236198338370639,4.798911497015482,7.82401021921671,4.638083540923558,6.804883029126309,9.062319715569213,5.56762964469666,3.26178827132871,5.8860585384093795,6.090724522772889,5.06357779124683,6.081721739678639,6.0046506118480005,4.83783065231962,5.83697205077324,4.861368839664389,5.05521743211207,4.27664126403194,5.5904061279890405,8.05628462461347,7.238825988510362,10.234911004244902,3.07369296509063,11.1524924246642,6.7941747984375,7.25148163761809,3.94725855067806,9.58867119495244,8.07192634871276,3.5354011002775603,3.1992301386259,6.1526125931523,4.16880322769291,6.1150843571847995,5.7679425647092595,5.585031388951991,7.37503908502416,6.8750027248863,3.97406618528444,3.94650174311904,2.20633098840042,7.07799095357822,3.0146130514266605,8.4279144424628,5.61315990857777,5.44418880351386,6.30210710529305,3.2099880200140096,6.27931914001432,7.386698459294139,2.7344998391207795,4.603707455353192,5.73715251251251,6.026562816216612,5.16114240463348,6.2896212409235295,2.44155803985169,4.475091008208652,3.6895355545993502,6.78772787714507,6.96541284539899,7.48388406889434,6.9096204541578095,3.76999506697137,7.602706819271789,2.5866222023790097,2.28284870136994,6.2612902574701605,7.2323485460453,6.857801743476782,7.7126635103711605,7.4887319860848,3.41784808074415,3.02072365943044,3.04087020201949,2.1758545852588997,3.783358220114069,5.097395084378321,8.01591992894843,4.37562010065342,3.64726638459557,3.5127535818539397,7.4862205962331405,9.358126450107,3.82104539499167,2.64573469679754,4.85843670523397,3.32367113162985,5.3306590455693295,2.78900695865021,5.05013973981828,6.12583342565941,4.176322771758089,5.96773737265574,5.56649671097448,2.9682057590372097,6.74234237076912,2.4985116924040898,6.86514220320724,3.31684771687832,36.4
4.46362534900079,8.658240498426501,8.0498288780115,8.9342942239508,4.09572128362659,2.84867796710815,5.57880545126001,6.82371817448131,5.59569277391984,8.10296075046824,4.77543567710948,6.90880752677717,9.541823056279927,5.56024098842212,3.2523330523136496,5.77795090774757,6.5281511116890085,5.073224840189821,6.203216144429151,6.16548580011567,5.04093103262305,5.857286361470178,5.4211516707820495,5.38829954455098,5.2161435304417685,5.59669129276366,9.16122956346439,7.4200246224455295,11.605484958665599,2.69028101251571,11.273334296147802,6.826126494441251,7.23637499682277,3.8156320681797498,9.41482135777066,8.14234307780766,3.7960892923962404,3.23197540977736,5.84495577507614,4.936770125175969,5.99185370558694,5.828062342681791,5.83353084199192,8.115803118698597,6.83026727458802,4.161495195579279,3.80995496905752,2.3068021076873704,6.90893638743592,2.7832781309114396,8.66470852117548,5.6393894804868685,4.73617750058282,6.71936353422649,3.03808798305031,5.65883157388862,7.72967409853283,2.89677323006821,4.704615840894808,5.819850081111031,6.09584706957994,4.890853827051231,6.26528747852067,2.469380985876,4.16280385609108,3.85310732393041,6.78554295913875,7.04303697610191,7.8875467373989805,6.4781202408041,4.18940645135593,8.28392911144682,2.6890831659996004,2.16012178787775,6.96982125070166,7.74988313902759,6.96723294186916,9.70070495804133,7.3951282792401205,2.55264516230647,3.3750376383345086,3.1517247843972998,1.92167702999673,3.77020806067852,4.945611649937058,7.87327152330132,4.6534626375959025,4.04955284884989,2.8387181258247995,7.59846796216003,9.46356897879675,4.76475244852983,2.40981051796821,3.8951957177133,3.5683232989014,5.5693589145127,3.6550975038959197,5.25932195152006,6.574601983427758,4.00044072409894,6.297315793422412,5.60051688949683,3.1062127110757705,7.12168114971185,2.63813838250398,6.9993844189317596,3.0745959726484307,30.1
4.54308262428042,7.84965582418047,9.69222306766924,9.51771505301082,4.22407186681411,2.77735567127053,5.937724714076308,7.1320307785968,6.0344212851110495,8.09077958786904,4.6909372858604,6.65325557993768,8.60521154549362,6.35263442823613,3.36486462031865,5.875870288151691,6.09010671024614,5.17586814122414,5.8052407075740815,6.15250636024996,4.97632259369215,5.98552037358487,5.15618613115167,4.95964946467076,4.6501577872060595,5.610580280366349,8.663082859893791,6.99114788831975,12.2314640009426,2.9810517950626303,11.477934764596698,7.02353463158085,6.655895911666911,3.84666523523188,9.133901640377001,8.405045343648501,3.57118173177338,3.33387421185807,5.945032544506461,5.54020320282179,6.09500956624307,5.48441155485734,5.8985694637642085,7.53104328871832,6.7497606507397805,3.96802044949624,4.14800193182191,2.1936966565866296,7.47784311104231,2.87903917660163,8.909797131735527,5.85847549964425,4.4240311986673495,6.32527748031346,3.02979783742829,5.464431381600339,7.11205305182922,2.49560777161715,4.74339631326139,5.76343459504192,5.94955653924767,5.08863613205126,5.97028832662755,2.3335867011734,4.74637982807368,3.8939317140783705,6.79957200105018,6.91249049806661,6.7426696220339215,6.47935368563458,3.83493449799264,7.57339443065024,2.61349636037016,2.40689920531033,5.512815656594781,6.43487088109306,6.52136483881652,9.13084164801135,7.2850554861149,2.57750605042054,3.27406911947227,3.03007123973311,2.3350448293789503,4.24952376819743,5.16797717168394,7.85113109947299,4.41660671927291,3.87164878643616,3.28831999515307,7.651552217729571,9.28764945898752,3.995105614007581,2.88368878069738,3.09837393229504,3.44097388648759,5.46183121894969,2.6480496747315296,5.1692285771363204,6.12572383024403,4.06670122582375,6.2035782517618,5.52749628891162,3.09792623141885,6.81720788379064,2.5120033392795,6.78417933543799,3.5979602507016404,24.7
4.47415214969215,4.34320673241808,6.93351480503636,8.83529423707124,3.9371091135367697,2.77010420640161,5.5739506236276615,7.12668683641448,5.21685846736069,7.814099096134979,4.6431947426853615,6.90032342799893,9.0209736689125,5.818397953689081,3.24145695138844,6.01620752116073,6.20627403667449,4.82476872571808,6.44186229511576,6.253905929019308,4.73057637346892,6.1746458039806615,5.34054383525358,5.40818778187637,4.814648667879347,5.788836993446879,8.38912330157489,7.477543242849211,10.892379031421099,3.23314494590874,11.200952715544501,6.998232544637919,7.459798264768429,4.0007011666119086,9.53955985810387,8.07464567146828,3.54035414744754,3.2903277449252,6.44807909396422,3.9476270242232903,6.00176935812205,5.835147208330259,5.21041228790195,7.91136766345922,6.829832328260349,3.83502836947506,4.015141175091991,2.29381333778241,6.85038706148138,2.79087262078508,9.07442670962125,5.81798892858238,4.52303366859758,6.3905144802882194,3.3736399776131702,6.964235549838199,7.874896301517791,2.65951682114863,5.02062350667,5.89016821284832,6.3019021930254615,5.031062526020071,6.334692202901139,2.47346373150545,3.9936347081114603,3.6978634278968703,6.79692636154499,7.10871102055805,7.43310036383147,6.99149385519127,4.40886513194972,8.06379204058409,2.41444574659222,2.49798915587382,6.33377496984058,7.87415701991171,6.849490626259732,6.44834641366825,7.4748412329768,3.002464789202,3.30018370852337,3.33412150088889,2.0438590952406104,3.53808332569283,5.268847242727031,7.9337362914120595,4.62487395910825,3.948995533234912,3.07152618432697,7.4525823666284,9.15444573219781,3.48520464157133,2.51610389487962,4.01540976559652,3.93628575512069,5.541316427284349,3.13488837777004,5.29509165905467,6.56472051049705,4.13926602179257,5.914446806360741,5.3675577764790985,2.98976655016455,6.9524565288432525,2.4554808972706,6.9923688429874025,3.4381885731841297,13.3
